NOP: 250
NINT: 41
0 22 18
22 49 19
49 68 20
68 81 21
81 102 22
102 116 23
116 137 24
137 156 25
156 178 26
178 197 27
197 216 28
216 234 29
234 257 30
257 275 29
275 291 28
291 313 27
313 328 26
328 344 25
344 357 24
357 373 23
373 394 22
394 417 21
417 436 20
436 454 19
454 474 18
474 496 17
496 513 16
513 535 15
535 549 14
549 571 13
571 592 12
592 612 11
612 633 10
633 657 9
657 676 8
676 696 7
696 715 6
715 735 5
735 757 4
757 772 3
772 300000 2
1 83 139
2 91 588
3 67 657
4 88 758
5 55 707
6 64 771
7 86 384
8 57 666
9 68 600
10 69 481
11 39 290
12 32 470
13 39 350
14 42 515
15 44 125
16 40 125
17 66 79
18 81 698
19 47 703
20 36 445
21 25 521
22 62 175
23 96 232
24 82 753
25 42 283
26 98 358
27 97 724
28 64 130
29 44 369
30 95 156
31 77 185
32 42 273
33 64 392
34 79 590
35 42 484
36 25 64
37 48 204
38 82 523
39 21 266
40 77 120
41 69 815
42 68 258
43 37 453
44 92 364
45 99 781
46 23 610
47 43 379
48 97 223
49 97 766
50 74 744
51 48 261
52 83 353
53 99 607
54 95 159
55 34 662
56 33 49
57 44 623
58 67 325
59 21 705
60 35 306
61 95 545
62 92 234
63 88 659
64 80 204
65 96 414
66 99 814
67 92 423
68 37 134
69 91 128
70 34 561
71 39 264
72 99 559
73 59 299
74 82 238
75 73 537
76 83 708
77 35 428
78 80 664
79 57 701
80 72 745
81 26 540
82 32 759
83 65 366
84 37 402
85 64 392
86 93 380
87 53 564
88 30 377
89 51 485
90 29 364
91 58 742
92 32 67
93 58 412
94 77 756
95 43 169
96 25 363
97 79 565
98 73 159
99 65 806
100 57 228
101 88 521
102 64 801
103 52 707
104 46 417
105 30 369
106 51 61
107 41 71
108 57 262
109 73 658
110 72 715
111 40 341
112 30 116
113 79 497
114 49 374
115 57 212
116 22 695
117 52 498
118 43 621
119 99 276
120 25 174
121 78 797
122 99 188
123 68 565
124 53 385
125 99 713
126 42 663
127 98 389
128 27 67
129 86 282
130 84 554
131 84 666
132 43 800
133 90 633
134 75 716
135 69 762
136 73 376
137 51 194
138 91 369
139 87 168
140 26 364
141 57 404
142 47 322
143 33 792
144 54 288
145 68 499
146 86 397
147 62 815
148 72 677
149 37 502
150 89 375
151 49 525
152 92 420
153 55 802
154 93 169
155 28 399
156 27 716
157 95 418
158 65 225
159 69 691
160 91 506
161 49 413
162 45 300
163 85 555
164 57 738
165 86 242
166 57 693
167 25 238
168 76 192
169 28 230
170 72 564
171 73 122
172 37 262
173 83 715
174 98 734
175 24 293
176 92 610
177 28 473
178 21 589
179 97 538
180 40 332
181 57 701
182 59 283
183 62 811
184 94 692
185 43 792
186 66 237
187 40 92
188 91 222
189 74 791
190 74 295
191 94 396
192 51 474
193 29 328
194 40 334
195 28 604
196 70 438
197 30 63
198 62 777
199 76 471
200 63 710
201 31 216
202 36 814
203 72 366
204 32 443
205 34 100
206 47 749
207 72 281
208 86 784
209 37 511
210 83 669
211 65 807
212 48 308
213 27 786
214 25 698
215 37 706
216 53 445
217 29 216
218 55 688
219 89 231
220 29 89
221 60 449
222 41 752
223 69 220
224 87 509
225 96 502
226 55 153
227 75 544
228 60 339
229 30 377
230 97 292
231 21 472
232 77 390
233 23 134
234 70 142
235 26 471
236 59 364
237 49 575
238 50 741
239 48 476
240 52 674
241 85 190
242 40 264
243 20 555
244 99 419
245 80 773
246 91 160
247 93 689
248 59 285
249 31 616
250 91 721
