NOP: 750
NINT: 29
0 175 10
175 333 11
333 469 12
469 576 13
576 695 14
695 825 15
825 911 16
911 1021 17
1021 1149 18
1149 1291 19
1291 1415 20
1415 1571 19
1571 1689 18
1689 1785 17
1785 1899 16
1899 2030 15
2030 2190 14
2190 2307 13
2307 2450 12
2450 2629 11
2629 2786 10
2786 2872 9
2872 3015 8
3015 3179 7
3179 3306 6
3306 3458 5
3458 3547 4
3547 3671 3
3671 300000 2
1 60 2206
2 39 3062
3 52 2697
4 24 2867
5 52 3003
6 58 2414
7 28 3120
8 96 3488
9 60 208
10 81 3032
11 42 2947
12 62 620
13 40 1357
14 68 1067
15 44 376
16 51 498
17 95 2668
18 62 209
19 66 3109
20 82 3358
21 25 2433
22 65 968
23 95 2154
24 73 1485
25 96 653
26 40 505
27 41 2099
28 83 1772
29 26 3600
30 59 371
31 71 1610
32 85 2683
33 37 3316
34 99 1134
35 58 119
36 85 726
37 22 340
38 34 3047
39 97 1083
40 23 1687
41 21 1337
42 66 2419
43 89 3317
44 36 368
45 32 91
46 30 2766
47 71 1202
48 24 2423
49 71 3329
50 41 333
51 82 455
52 37 3064
53 82 2748
54 59 235
55 21 1571
56 36 1873
57 65 2816
58 98 1984
59 67 1590
60 63 2572
61 74 2909
62 57 1801
63 65 1173
64 62 1244
65 77 3531
66 44 888
67 31 362
68 24 1655
69 78 2202
70 37 2383
71 22 2477
72 54 3220
73 82 821
74 36 1848
75 81 1105
76 42 2744
77 91 2778
78 51 3464
79 36 772
80 26 1997
81 40 3321
82 76 1147
83 24 2066
84 57 3349
85 31 463
86 70 1169
87 23 1659
88 98 2186
89 90 3359
90 31 320
91 62 3184
92 80 2766
93 44 274
94 78 3276
95 73 3463
96 35 1069
97 66 2175
98 77 272
99 97 103
100 55 881
101 51 1823
102 95 3727
103 65 1148
104 25 843
105 52 2831
106 83 3398
107 74 3556
108 79 3451
109 86 613
110 23 1960
111 89 2932
112 94 838
113 96 1070
114 23 2071
115 86 1948
116 46 46
117 82 3455
118 49 3451
119 74 1166
120 26 1027
121 36 2237
122 43 2494
123 29 2548
124 82 2147
125 90 657
126 91 1268
127 95 1750
128 57 3120
129 96 674
130 91 801
131 43 3697
132 58 2785
133 61 2431
134 78 104
135 48 1507
136 39 3621
137 36 114
138 41 3306
139 99 569
140 77 3475
141 45 551
142 40 243
143 76 105
144 46 2955
145 62 2834
146 96 2152
147 25 1481
148 60 2728
149 43 2541
150 86 2484
151 45 2117
152 27 1655
153 30 1425
154 48 2545
155 31 3465
156 70 868
157 66 3698
158 93 3515
159 97 3723
160 66 251
161 37 3053
162 28 381
163 58 3445
164 70 877
165 60 2617
166 55 2143
167 98 1005
168 84 1513
169 52 3020
170 61 3470
171 27 3368
172 82 1349
173 83 544
174 94 3109
175 46 282
176 99 1921
177 66 722
178 92 2916
179 93 2963
180 31 1606
181 95 3094
182 95 569
183 59 2897
184 91 3451
185 31 695
186 46 3450
187 52 2620
188 82 1197
189 76 275
190 73 1382
