NOP: 750
NINT: 32
0 77 27
77 142 28
142 207 29
207 311 30
311 372 29
372 457 28
457 530 27
530 590 26
590 655 25
655 744 24
744 846 23
846 947 22
947 1038 21
1038 1096 20
1096 1186 19
1186 1258 18
1258 1359 17
1359 1442 16
1442 1515 15
1515 1586 14
1586 1676 13
1676 1764 12
1764 1810 11
1810 1913 10
1913 2014 9
2014 2117 8
2117 2221 7
2221 2319 6
2319 2399 5
2399 2454 4
2454 2530 3
2530 300000 2
1 32 2438
2 66 1661
3 63 1029
4 51 88
5 41 1697
6 20 2259
7 29 2518
8 98 759
9 83 2172
10 78 2166
11 34 961
12 55 2147
13 27 2381
14 56 402
15 96 1379
16 47 1845
17 24 1397
18 58 500
19 76 1037
20 70 2586
21 78 658
22 60 2337
23 46 532
24 93 1029
25 37 2150
26 49 2420
27 62 2036
28 31 1316
29 71 1934
30 82 2402
31 26 2148
32 39 188
33 45 162
34 32 2273
35 50 862
36 87 141
37 64 418
38 24 2436
39 94 2507
40 75 1427
41 66 1366
42 64 90
43 91 2090
44 39 833
45 33 1317
46 86 2529
47 31 2498
48 67 1806
49 33 1413
50 26 406
51 64 1102
52 26 1458
53 80 1731
54 39 1869
55 46 1813
56 29 1407
57 54 369
58 79 840
59 46 397
60 84 120
61 83 577
62 27 905
63 20 2487
64 34 209
65 26 1387
66 74 781
67 28 814
68 28 543
69 84 1679
70 28 158
71 84 465
72 32 2262
73 89 984
74 92 533
75 60 301
76 79 724
77 21 489
78 99 276
79 75 1454
80 52 1533
81 88 1425
82 96 1310
83 28 2341
84 45 1662
85 22 1222
86 85 1557
87 33 2150
88 47 840
89 65 1723
90 41 2043
91 79 2399
92 68 234
93 44 1169
94 50 761
95 72 97
96 84 884
97 93 187
98 42 2115
99 80 925
100 66 860
101 47 1100
102 56 2393
103 47 823
104 44 990
105 80 2022
106 50 1021
107 70 1451
108 46 1887
109 49 2570
110 86 162
111 46 1850
112 47 537
113 41 317
114 27 1076
115 62 2381
116 82 2459
117 25 352
118 58 1889
119 49 925
120 32 2455
121 79 1070
122 99 1402
123 97 2356
124 38 2359
125 81 2310
126 32 1360
127 95 741
128 50 958
129 94 264
130 70 628
131 27 105
132 47 691
133 43 1826
134 90 1329
135 89 2266
136 45 986
137 22 1057
138 94 572
139 28 981
140 50 1548
141 24 2566
142 48 2527
143 55 188
144 47 816
145 76 1633
146 87 638
147 73 229
148 24 784
149 46 2020
150 69 2488
151 93 260
152 82 1007
153 61 2518
154 53 2036
155 26 1142
156 33 522
157 96 448
158 67 190
159 81 2368
160 37 2468
161 94 1761
162 71 818
163 36 1322
164 55 359
165 82 172
166 56 705
167 35 2118
168 22 2019
169 61 1825
170 32 1495
171 57 2313
172 37 1870
173 72 2406
174 54 927
175 58 2484
176 80 2335
177 49 1604
178 42 994
179 77 1873
180 25 1930
181 75 1910
182 29 1694
183 35 1380
184 58 1411
185 28 2564
186 78 2077
187 70 2181
188 80 1871
189 47 1153
190 81 2360
191 46 2070
192 99 1713
193 45 2500
194 73 808
195 40 910
196 74 2146
197 52 1478
198 20 1355
199 41 993
200 23 1298
201 80 698
202 83 1654
203 64 2388
204 50 1559
205 33 1922
206 76 1319
207 52 2180
208 95 1975
209 92 1205
210 90 421
211 55 729
212 55 1084
213 43 2265
214 21 191
215 28 2384
216 86 2255
217 82 1081
218 23 1628
219 57 1151
220 77 1213
221 78 612
222 50 772
223 65 2017
224 32 2120
225 38 1548
226 78 642
227 61 1817
228 98 1137
229 40 1033
230 73 1623
231 38 248
232 47 329
233 72 1870
234 48 2040
235 20 1375
236 30 2020
237 78 553
238 53 949
239 26 1326
240 24 1542
241 85 1909
242 59 98
243 74 1047
244 88 575
245 92 808
246 65 1778
247 88 414
248 72 140
249 30 213
250 29 1852
251 41 2513
252 26 1575
253 38 2573
254 24 994
255 44 1805
256 60 1942
257 25 651
258 38 694
259 47 2202
260 46 350
261 36 909
262 60 289
263 37 1369
264 26 266
265 25 2490
266 76 1565
267 92 965
268 43 1674
269 97 1241
270 38 53
271 72 1294
272 98 482
273 39 1546
274 72 1487
275 81 2360
276 40 2316
277 31 1777
278 64 764
279 67 2253
280 79 2380
281 47 257
282 75 624
283 34 449
284 74 536
285 60 1936
286 54 509
287 43 1385
288 33 1426
289 64 2575
290 20 129
291 58 686
292 66 165
293 64 2402
294 94 707
295 99 557
296 91 1439
297 56 1814
298 54 1499
299 72 1735
300 53 1530
301 62 1295
302 56 305
303 50 749
304 54 931
305 94 733
306 80 597
307 76 148
308 41 323
309 36 539
310 36 791
311 75 172
312 91 2526
313 34 829
314 35 276
315 38 1429
316 84 1006
