NOP: 500
NINT: 19
0 137 20
137 282 19
282 412 18
412 519 17
519 634 16
634 774 15
774 922 14
922 1054 13
1054 1227 12
1227 1380 11
1380 1544 10
1544 1764 9
1764 1885 8
1885 2017 7
2017 2165 6
2165 2295 5
2295 2428 4
2428 2578 3
2578 300000 2
1 50 2570
2 29 2039
3 76 2345
4 63 1168
5 32 1986
6 75 2273
7 31 2433
8 99 1254
9 65 2112
10 97 292
11 62 946
12 56 1252
13 87 2338
14 87 686
15 33 1581
16 27 640
17 41 1681
18 83 2382
19 30 2045
20 73 1451
21 29 2336
22 89 1212
23 23 2463
24 65 1797
25 64 268
26 48 170
27 97 1924
28 72 1498
29 31 1220
30 98 819
31 88 989
32 42 1340
33 36 2068
34 65 1969
35 72 2581
36 29 1616
37 92 1117
38 34 1395
39 76 1045
40 22 1782
41 80 1753
42 61 1024
43 92 1739
44 58 2098
45 73 2563
46 71 298
47 22 2268
48 67 2546
49 44 145
50 69 796
51 47 375
52 40 1085
53 30 2265
54 43 1153
55 98 1213
56 57 1899
57 80 1941
58 86 871
59 97 1781
60 51 833
61 79 2268
62 49 2620
63 46 1505
64 86 148
65 96 1178
66 42 2264
67 84 2162
68 22 1326
69 58 2716
70 82 520
71 27 1411
72 37 765
73 67 442
74 40 824
75 88 1075
76 47 2078
77 44 1529
78 26 1272
79 35 138
80 74 1038
81 50 2484
82 25 2337
83 99 1114
84 72 302
85 64 2585
86 48 1777
87 99 1252
88 51 120
89 81 1644
90 31 2107
91 60 713
92 52 1438
93 82 262
94 55 2397
95 91 2423
96 66 615
97 35 2598
98 82 2448
99 51 1584
100 61 2275
101 96 2487
102 72 2008
103 29 2017
104 96 2198
105 60 2546
106 82 2694
107 40 1131
108 21 193
109 49 2640
110 63 2050
111 60 1574
112 60 377
113 87 1959
114 73 1009
115 97 315
116 37 674
117 23 2529
118 82 572
119 78 533
120 40 676
121 88 1663
122 84 2438
123 78 1706
124 80 505
125 80 1236
126 73 672
127 38 1463
128 37 2153
129 99 1177
130 21 1885
131 45 204
132 69 1647
133 20 1332
134 50 2672
135 31 1143
136 58 396
137 39 1629
138 29 1769
139 54 2508
140 86 1527
141 53 2362
142 56 80
143 95 1347
144 84 1220
145 42 1637
146 50 2390
147 50 609
148 94 438
