NOP: 250
NINT: 43
0 16 16
16 27 17
27 50 18
50 59 19
59 81 20
81 100 21
100 113 22
113 130 23
130 154 24
154 179 25
179 200 26
200 214 27
214 229 28
229 242 29
242 260 30
260 278 29
278 293 28
293 310 27
310 326 26
326 346 25
346 371 24
371 390 23
390 412 22
412 435 21
435 453 20
453 473 19
473 493 18
493 509 17
509 530 16
530 546 15
546 568 14
568 585 13
585 602 12
602 618 11
618 637 10
637 660 9
660 682 8
682 703 7
703 718 6
718 733 5
733 753 4
753 777 3
777 300000 2
1 80 454
2 75 609
3 71 102
4 83 294
5 66 70
6 39 708
7 66 208
8 65 469
9 95 617
10 70 478
11 75 323
12 55 732
13 95 393
14 84 550
15 45 98
16 44 452
17 50 51
18 24 522
19 61 577
20 70 619
21 67 296
22 52 150
23 62 438
24 53 406
25 50 808
26 42 406
27 97 169
28 97 428
29 40 672
30 98 154
31 71 295
32 88 147
33 63 588
34 94 238
35 89 216
36 72 799
37 49 384
38 79 348
39 77 779
40 66 743
41 22 218
42 36 46
43 61 728
44 97 315
45 99 359
46 71 545
47 94 249
48 54 444
49 20 335
50 23 236
51 98 115
52 21 132
53 36 186
54 25 734
55 70 175
56 71 416
57 58 99
58 46 279
59 86 450
60 20 587
61 87 544
62 20 524
63 25 790
64 37 585
65 92 623
66 58 270
67 23 529
68 90 734
69 78 750
70 99 218
71 36 653
72 37 756
73 31 427
74 66 798
75 47 602
76 54 352
77 79 328
78 86 537
79 25 171
80 29 70
81 86 552
82 63 84
83 42 684
84 82 650
85 61 681
86 60 377
87 92 359
88 84 356
89 81 804
90 21 652
91 84 197
92 37 623
93 37 68
94 63 356
95 79 562
96 62 410
97 51 626
98 36 378
99 78 129
100 78 81
101 36 798
102 79 379
103 60 662
104 35 228
105 70 784
106 59 74
107 79 523
108 91 764
109 59 389
110 32 342
111 32 37
112 56 201
113 85 272
114 49 444
115 45 256
116 56 376
117 81 486
118 27 201
119 51 638
120 96 361
121 75 449
122 28 375
123 68 356
124 24 706
125 78 128
126 61 391
127 74 709
128 24 316
129 82 414
130 52 149
131 72 76
132 70 454
133 51 331
134 55 457
135 88 754
136 32 177
137 85 395
138 93 178
139 45 429
140 61 126
141 46 696
142 75 623
143 65 430
144 97 450
145 49 361
146 39 71
147 56 460
148 56 155
149 93 127
150 42 813
151 46 673
152 43 431
153 95 494
154 74 540
155 33 112
156 91 110
157 35 501
158 47 486
159 32 722
160 74 766
161 64 235
162 66 96
163 51 572
164 33 505
165 24 302
166 43 361
167 69 644
168 25 481
169 27 179
170 22 41
171 40 160
172 95 286
173 94 371
174 84 219
175 55 740
176 99 308
177 84 437
178 39 104
179 37 598
180 37 527
181 31 630
182 68 159
183 69 812
184 64 374
185 69 247
186 84 246
187 90 767
188 91 229
189 43 587
190 55 324
191 80 199
192 83 533
193 65 219
194 99 225
195 87 360
196 68 617
197 86 126
198 60 409
199 27 201
200 51 796
201 77 372
202 85 768
203 97 120
204 43 608
205 30 276
206 79 707
207 78 479
208 91 366
209 77 434
210 90 335
211 96 493
212 73 590
213 29 552
214 91 330
215 35 373
216 94 682
217 56 188
218 77 218
219 81 406
220 81 751
221 33 178
222 52 687
223 81 184
224 65 560
225 31 352
226 64 205
227 55 157
228 81 790
229 83 781
230 79 574
231 20 733
232 40 540
233 77 806
234 20 721
235 49 488
236 84 410
237 71 259
238 25 438
239 56 129
240 65 696
241 63 66
242 78 812
243 43 737
244 86 638
245 31 760
246 82 408
247 99 780
248 45 789
249 96 256
250 35 520
