NOP: 1000
NINT: 179
0 5 20
5 11 21
11 16 22
16 22 23
22 29 24
29 34 25
34 40 26
40 46 27
46 52 28
52 59 29
59 64 30
64 69 31
69 77 32
77 84 33
84 91 34
91 97 35
97 103 36
103 108 37
108 113 38
113 118 39
118 123 40
123 128 41
128 134 42
134 139 43
139 144 44
144 149 45
149 156 46
156 164 47
164 170 48
170 179 49
179 185 50
185 190 51
190 195 52
195 203 53
203 210 54
210 218 55
218 223 56
223 229 57
229 236 58
236 241 59
241 248 60
248 254 61
254 260 62
260 265 63
265 270 64
270 275 65
275 280 66
280 285 67
285 292 68
292 299 69
299 304 70
304 311 71
311 317 72
317 322 73
322 327 74
327 332 75
332 338 76
338 344 77
344 351 78
351 358 79
358 365 80
365 371 81
371 376 82
376 381 83
381 387 84
387 392 85
392 399 86
399 404 87
404 411 88
411 416 89
416 423 90
423 429 91
429 434 92
434 439 93
439 444 94
444 449 95
449 454 96
454 459 97
459 465 98
465 473 99
473 480 100
480 486 99
486 491 98
491 497 97
497 502 96
502 508 95
508 514 94
514 520 93
520 526 92
526 532 91
532 537 90
537 542 89
542 548 88
548 555 87
555 560 86
560 565 85
565 572 84
572 580 83
580 585 82
585 590 81
590 597 80
597 604 79
604 609 78
609 616 77
616 622 76
622 627 75
627 632 74
632 638 73
638 646 72
646 651 71
651 656 70
656 662 69
662 669 68
669 677 67
677 682 66
682 688 65
688 693 64
693 699 63
699 707 62
707 712 61
712 718 60
718 723 59
723 731 58
731 737 57
737 744 56
744 749 55
749 756 54
756 762 53
762 769 52
769 777 51
777 783 50
783 788 49
788 794 48
794 799 47
799 804 46
804 810 45
810 815 44
815 821 43
821 827 42
827 832 41
832 839 40
839 847 39
847 853 38
853 858 37
858 864 36
864 870 35
870 876 34
876 881 33
881 886 32
886 892 31
892 898 30
898 903 29
903 908 28
908 913 27
913 918 26
918 924 25
924 932 24
932 939 23
939 946 22
946 952 21
952 958 20
958 966 19
966 972 18
972 977 17
977 982 16
982 987 15
987 992 14
992 997 13
997 1003 12
1003 1008 11
1008 1015 10
1015 1020 9
1020 1026 8
1026 1032 7
1032 1037 6
1037 1042 5
1042 1048 4
1048 1055 3
1055 300000 2
1 35 278
2 70 322
3 85 626
4 46 462
5 89 961
6 50 539
7 24 656
8 60 662
9 77 950
10 70 916
11 62 1032
12 33 741
13 88 831
14 90 501
15 43 276
16 41 238
17 28 710
18 51 93
19 52 701
20 31 294
21 25 255
22 92 132
23 55 511
24 61 620
25 49 939
26 33 50
27 85 783
28 93 552
29 96 540
30 39 590
31 87 629
32 82 1065
33 68 677
34 96 1063
35 24 370
36 79 721
37 91 179
38 41 57
39 94 602
40 25 176
41 54 934
42 82 1039
43 37 105
44 92 637
45 65 93
46 64 827
47 62 508
48 42 107
49 75 1029
50 43 561
51 52 1003
52 94 897
53 78 704
54 42 666
55 40 896
56 96 672
57 52 926
58 85 917
59 84 939
60 54 324
61 66 809
62 49 682
63 21 492
64 71 750
65 45 141
66 76 113
67 45 697
68 54 229
69 57 89
70 49 391
71 50 871
72 24 246
73 77 803
74 43 962
75 87 235
76 37 259
77 29 577
78 80 987
79 54 573
80 88 266
81 31 1004
82 90 591
83 76 556
84 93 912
85 51 830
86 64 588
87 20 615
88 31 722
89 22 674
90 53 756
91 98 605
92 88 600
93 80 568
94 94 483
95 82 489
96 77 464
97 84 765
98 88 491
99 88 388
100 56 609
101 72 335
102 70 1062
103 51 331
104 61 654
105 51 200
106 31 37
107 82 419
108 76 650
109 45 822
110 44 609
111 37 758
112 36 349
113 95 647
114 71 384
115 68 584
116 99 464
117 85 314
118 25 713
119 86 911
120 57 187
121 95 464
122 32 449
123 53 1073
124 90 490
125 50 898
126 96 1012
127 38 872
128 94 536
129 29 653
130 80 453
131 59 1034
132 41 875
133 62 621
134 84 218
135 38 602
136 71 579
137 33 1035
138 28 364
139 39 970
140 34 366
141 62 1070
142 82 930
143 88 838
144 65 622
145 74 900
146 74 740
147 51 443
148 98 917
149 75 835
150 51 551
151 43 129
152 94 504
153 61 857
154 58 741
155 50 764
156 63 490
157 77 615
158 62 368
159 95 485
160 70 154
161 72 439
162 76 756
163 63 426
164 51 939
165 75 181
166 88 897
167 67 662
168 93 730
169 32 678
170 78 961
171 67 904
172 22 503
173 59 174
174 97 1022
175 82 711
176 96 800
177 39 578
178 21 869
179 87 677
180 95 887
181 91 774
182 89 466
183 61 615
184 26 986
185 30 119
186 43 368
187 71 152
188 61 388
189 40 593
190 50 868
191 71 1022
192 97 139
193 39 294
194 75 722
195 86 1022
196 90 361
197 40 886
198 89 406
199 22 296
200 29 824
201 63 608
202 72 534
203 61 648
204 27 870
205 86 783
206 66 864
207 43 830
208 67 765
209 29 545
210 56 360
211 38 479
212 56 664
213 27 219
214 73 224
215 64 256
216 90 947
217 87 507
218 22 837
219 78 622
220 68 592
221 86 380
222 71 301
223 66 68
224 64 959
225 48 596
226 93 904
227 30 873
228 77 492
229 70 1068
230 49 405
231 37 633
232 89 369
233 53 829
234 98 1070
235 95 517
236 37 202
237 60 178
238 62 949
239 43 284
240 32 83
241 33 922
242 25 514
243 27 419
244 36 435
245 58 1053
246 92 761
247 61 716
248 37 700
249 50 609
250 76 763
251 26 660
252 44 197
253 92 775
254 27 304
255 51 579
256 85 639
257 26 652
258 55 965
259 25 296
260 76 824
261 39 1025
262 48 751
263 61 1058
264 84 565
265 50 492
266 56 658
267 93 475
268 76 728
269 51 934
270 28 843
271 57 301
272 99 931
273 44 97
274 76 659
275 66 108
276 36 797
277 52 962
278 96 629
279 96 820
280 65 839
281 63 657
282 48 183
283 92 625
284 53 1021
285 40 85
286 53 104
287 99 742
288 98 622
289 26 349
290 70 829
291 90 724
292 54 245
293 21 613
294 37 80
295 66 704
296 75 289
297 40 769
298 43 1003
299 74 81
300 46 668
301 79 865
302 92 880
303 50 921
304 66 585
305 82 543
306 96 614
307 44 470
308 52 250
309 71 752
310 90 699
311 64 195
312 68 1049
313 41 546
314 51 119
315 64 135
316 56 844
317 65 934
318 74 991
319 85 398
320 72 361
321 68 499
322 66 684
323 59 884
324 32 138
325 62 612
326 62 848
327 43 251
328 72 1016
329 34 1020
330 40 46
331 47 700
332 89 967
333 54 916
334 56 921
335 26 501
336 76 1020
337 48 843
338 54 232
339 51 790
340 91 162
341 42 47
342 62 283
343 50 485
344 50 95
345 61 494
346 29 547
347 68 797
348 43 250
349 55 799
350 61 503
351 34 627
352 41 936
353 88 292
354 74 1012
355 85 305
356 25 746
357 95 351
358 34 871
359 80 488
360 54 1061
361 97 535
362 73 966
363 43 768
364 20 224
365 50 77
366 25 661
367 91 828
368 96 810
369 55 57
370 66 688
371 31 157
372 90 979
373 76 850
374 75 941
375 83 777
376 27 780
377 39 512
378 31 373
379 77 779
380 95 536
381 48 521
382 32 542
383 35 466
384 39 1051
385 37 473
386 30 114
387 27 28
388 80 612
389 30 920
390 44 90
391 59 740
392 97 602
393 96 173
394 38 163
395 44 924
396 35 323
397 80 275
398 65 781
399 68 77
400 22 463
401 47 461
402 87 222
403 74 729
404 80 803
405 59 520
406 57 560
407 51 481
408 73 883
409 64 98
410 85 410
411 76 1065
412 30 195
413 92 962
414 95 431
415 21 699
416 39 989
417 87 830
418 62 963
419 72 160
420 60 561
421 86 416
422 22 828
423 94 825
424 81 1018
425 31 856
426 70 784
427 40 303
428 63 331
429 38 977
430 45 72
431 77 544
432 42 763
433 88 1062
434 34 616
435 35 594
436 37 538
437 91 950
438 78 546
439 30 698
440 64 1049
441 76 96
442 53 528
443 26 96
444 71 399
445 95 818
446 68 1039
447 70 1009
448 60 641
449 37 865
450 63 525
451 95 624
452 50 543
453 58 348
454 47 462
455 71 612
456 70 413
457 47 71
458 63 582
459 55 247
460 84 508
461 45 248
462 77 734
463 39 625
464 47 791
465 68 437
466 59 942
467 37 326
468 35 88
469 59 665
470 22 202
471 28 221
472 45 781
473 32 449
474 56 1070
475 60 822
476 76 572
477 54 819
478 59 931
479 44 169
480 71 457
481 90 698
482 83 379
483 35 839
484 99 797
485 99 533
486 35 477
487 34 249
488 25 797
489 66 623
490 58 1039
491 97 536
492 41 510
493 83 604
494 39 812
495 51 691
496 55 149
497 71 903
498 49 221
499 21 531
500 53 514
501 96 875
502 22 892
503 30 679
504 21 104
505 31 563
506 46 973
507 28 107
