NOP: 1000
NINT: 107
0 10 92
10 19 93
19 28 94
28 35 95
35 44 96
44 51 97
51 58 98
58 64 99
64 72 100
72 82 99
82 94 98
94 102 97
102 109 96
109 121 95
121 131 94
131 139 93
139 152 92
152 161 91
161 166 90
166 176 89
176 188 88
188 200 87
200 211 86
211 221 85
221 235 84
235 246 83
246 252 82
252 261 81
261 272 80
272 278 79
278 290 78
290 295 77
295 307 76
307 316 75
316 324 74
324 336 73
336 349 72
349 360 71
360 368 70
368 377 69
377 388 68
388 398 67
398 405 66
405 416 65
416 424 64
424 431 63
431 440 62
440 448 61
448 460 60
460 471 59
471 484 58
484 492 57
492 501 56
501 511 55
511 519 54
519 528 53
528 538 52
538 552 51
552 561 50
561 566 49
566 572 48
572 583 47
583 591 46
591 602 45
602 611 44
611 623 43
623 635 42
635 645 41
645 654 40
654 665 39
665 672 38
672 682 37
682 691 36
691 701 35
701 711 34
711 720 33
720 729 32
729 736 31
736 749 30
749 759 29
759 767 28
767 776 27
776 788 26
788 797 25
797 802 24
802 813 23
813 822 22
822 833 21
833 846 20
846 855 19
855 864 18
864 875 17
875 887 16
887 895 15
895 906 14
906 916 13
916 926 12
926 933 11
933 945 10
945 958 9
958 967 8
967 977 7
977 985 6
985 996 5
996 1003 4
1003 1012 3
1012 300000 2
1 51 551
2 71 577
3 43 804
4 51 183
5 79 752
6 89 416
7 43 201
8 75 736
9 38 602
10 70 418
11 46 202
12 31 1027
13 28 922
14 53 967
15 69 1025
16 74 765
17 90 699
18 45 469
19 67 327
20 49 454
21 39 805
22 97 748
23 62 844
24 56 1029
25 82 579
26 55 785
27 49 633
28 43 832
29 39 386
30 94 461
31 77 742
32 65 188
33 46 545
34 61 913
35 38 117
36 93 488
37 79 116
38 98 273
39 22 772
40 34 145
41 74 102
42 31 1036
43 67 1010
44 28 1045
45 51 130
46 55 752
47 66 868
48 87 411
49 89 823
50 81 826
51 50 741
52 24 807
53 37 373
54 25 186
55 26 46
56 58 1012
57 49 827
58 62 314
59 43 755
60 50 388
61 66 1012
62 46 1001
63 69 367
64 92 529
65 44 586
66 46 157
67 93 274
68 23 590
69 76 315
70 31 603
71 59 514
72 63 691
73 96 558
74 80 992
75 96 419
76 71 746
77 32 484
78 45 569
79 37 729
80 23 451
81 32 210
82 53 389
83 72 773
84 79 491
85 95 991
86 93 987
87 52 1030
88 56 755
89 57 309
90 61 898
91 68 451
92 63 103
93 30 641
94 45 1001
95 33 405
96 38 978
97 40 160
98 72 166
99 54 70
100 64 804
101 22 925
102 91 311
103 26 896
104 88 184
105 52 314
106 79 972
107 62 313
108 99 423
109 26 240
110 96 877
111 23 730
112 43 827
113 40 456
114 29 596
115 81 323
116 86 411
117 91 355
118 26 418
119 35 681
120 33 782
121 43 886
122 46 875
123 80 769
124 67 431
125 23 744
126 55 961
127 96 902
128 47 115
129 91 373
130 42 990
131 31 251
132 85 936
133 36 840
134 71 97
135 94 216
136 52 602
137 29 376
138 93 436
139 24 970
140 83 1029
141 51 132
142 32 1018
143 90 634
144 38 511
145 32 695
146 72 804
147 58 769
148 47 761
149 77 185
150 67 757
151 45 827
152 93 306
153 39 171
154 89 861
155 39 789
156 61 259
157 83 481
158 55 701
159 40 95
160 58 934
161 26 1036
162 34 1016
163 53 948
164 82 109
165 81 599
166 38 819
167 95 557
168 94 879
169 32 582
170 74 859
171 28 411
172 90 671
173 23 679
174 64 897
175 51 571
176 80 748
177 43 616
178 87 307
179 71 642
180 61 161
181 20 885
182 29 770
183 24 111
184 75 719
185 39 727
186 49 611
187 44 798
188 36 972
189 39 852
190 96 967
191 34 610
192 59 351
193 81 726
194 29 1002
195 96 439
196 85 873
197 97 619
198 97 368
199 97 516
200 58 386
201 38 631
202 48 637
203 25 476
204 23 525
205 53 139
206 75 588
207 34 187
208 28 273
209 36 46
210 86 550
211 67 627
212 29 1054
213 34 45
214 97 192
215 24 557
216 45 926
217 77 764
218 49 517
219 32 227
220 68 869
221 45 533
222 46 399
223 95 704
224 81 150
225 26 73
226 91 399
227 54 112
228 65 1016
229 93 603
230 56 700
231 77 873
232 49 631
233 30 994
234 46 211
235 36 92
236 69 549
237 69 683
238 75 892
239 37 442
240 33 123
241 38 102
242 93 626
243 72 955
244 47 563
245 72 380
246 85 794
247 38 632
248 53 992
249 40 248
250 45 906
251 37 149
252 57 251
253 78 353
254 66 901
255 79 570
256 48 436
257 33 1055
258 75 472
259 51 1008
260 82 251
261 54 1031
262 47 369
263 48 210
264 64 410
265 27 430
266 39 1057
267 75 1033
268 48 857
269 20 155
270 92 419
271 27 403
272 60 863
273 30 894
274 42 179
275 88 137
276 46 483
277 28 862
278 87 527
279 49 742
280 33 176
281 47 601
282 56 895
283 39 923
284 20 203
285 83 313
286 33 498
287 53 677
288 68 878
289 73 333
290 78 1024
291 73 240
292 43 181
293 41 275
294 70 386
295 86 227
296 34 396
297 47 609
298 69 359
299 24 260
300 55 1020
301 77 1036
302 43 476
303 63 813
304 87 516
305 21 136
306 80 976
307 73 255
308 39 554
309 64 524
310 30 802
311 53 595
312 54 331
313 93 283
314 83 111
315 29 486
316 83 703
317 91 518
318 89 927
319 44 1044
320 50 503
321 87 1058
322 33 546
323 46 770
324 35 1054
325 31 519
326 71 295
327 63 375
328 57 204
329 74 686
330 41 636
331 72 240
332 74 499
333 46 849
334 46 795
335 90 742
336 43 571
337 35 715
338 20 389
339 73 464
340 45 229
341 46 668
342 71 251
343 42 904
344 63 988
345 33 550
346 83 476
347 88 774
348 69 531
349 33 589
350 51 527
351 96 411
352 85 791
353 56 752
354 72 194
355 43 472
356 81 598
357 66 910
358 58 85
359 27 1051
