NOP: 250
NINT: 27
0 29 12
29 56 13
56 97 14
97 138 15
138 174 16
174 227 17
227 259 18
259 308 19
308 335 20
335 363 19
363 397 18
397 443 17
443 476 16
476 510 15
510 558 14
558 617 13
617 670 12
670 719 11
719 759 10
759 792 9
792 830 8
830 878 7
878 926 6
926 969 5
969 997 4
997 1034 3
1034 300000 2
1 62 326
2 73 565
3 74 361
4 46 437
5 34 863
6 43 846
7 78 1003
8 43 440
9 83 1105
10 46 311
11 37 467
12 53 304
13 98 1053
14 78 713
15 51 961
16 47 254
17 74 778
18 65 521
19 51 908
20 74 317
21 89 337
22 46 443
23 94 162
24 66 870
25 76 1103
26 63 566
27 78 782
28 77 349
29 59 372
30 25 495
31 85 1010
32 23 572
33 55 1071
34 32 670
35 53 798
36 82 617
37 20 72
38 34 1007
39 63 187
40 25 294
41 23 962
42 79 212
43 43 221
44 23 39
45 56 1058
46 53 161
47 51 1134
48 68 665
49 94 549
50 94 411
51 74 894
52 24 627
53 22 850
54 45 160
55 35 393
56 64 630
57 27 169
58 90 497
59 73 588
60 72 922
61 34 555
62 24 239
63 90 471
64 99 586
65 70 326
66 70 1100
67 37 274
68 30 433
69 86 202
70 74 1120
71 35 841
72 56 1037
73 89 579
74 27 160
75 97 533
76 62 333
77 47 654
78 59 594
79 70 780
80 25 658
81 88 307
82 44 515
83 94 799
84 49 1023
85 41 700
86 42 705
87 85 1145
88 23 991
89 82 556
90 55 461
91 57 324
92 59 1119
93 87 1126
94 40 893
95 32 788
96 45 350
97 36 42
98 70 248
99 49 753
100 77 200
101 97 553
102 89 792
103 42 1053
104 45 744
105 75 258
106 55 279
107 74 950
108 34 394
109 87 146
110 58 759
111 59 709
112 40 261
113 85 1014
114 51 797
115 65 1123
116 49 759
117 99 114
118 34 846
119 55 1003
120 39 117
121 73 80
122 35 176
123 50 1089
124 62 109
125 79 416
126 67 537
127 93 1136
128 77 172
129 86 627
130 97 405
131 71 1070
132 89 125
133 93 355
134 21 942
135 39 282
136 53 489
137 23 535
138 73 417
139 28 799
140 95 471
141 78 777
142 30 274
143 80 259
144 60 674
145 20 586
146 22 336
147 23 254
148 52 401
149 45 681
150 88 746
151 51 471
152 61 85
153 34 670
154 94 393
155 77 385
156 32 396
157 39 811
158 21 791
159 53 861
160 91 768
161 34 1146
162 93 623
163 52 253
164 41 505
165 24 598
166 37 450
167 74 201
168 92 323
169 22 777
170 20 274
171 81 265
172 20 242
173 64 1089
174 81 1035
175 40 645
176 46 214
177 74 987
178 26 584
179 60 454
180 66 371
181 63 171
182 59 1071
183 50 903
184 52 454
185 35 128
186 75 376
187 97 465
188 48 875
189 33 210
190 47 481
191 54 254
192 57 163
193 39 247
194 38 751
195 42 889
196 85 1087
197 27 556
198 64 695
199 85 1010
200 71 460
201 59 231
202 32 990
203 34 729
204 38 102
205 34 652
206 69 600
207 32 367
208 80 450
209 55 875
210 63 1019
211 68 1111
212 84 512
213 84 436
214 82 442
215 95 914
216 49 1090
217 25 50
218 44 70
219 48 612
220 63 657
221 97 870
222 74 320
223 39 836
224 40 490
225 53 950
226 91 169
227 48 687
228 72 612
229 62 450
230 27 847
231 92 277
232 28 217
233 43 530
234 88 268
235 47 318
236 28 77
237 61 255
238 31 461
239 41 612
240 70 908
241 55 1008
242 96 528
243 67 505
244 72 112
245 36 360
246 59 300
247 96 987
248 35 367
249 44 842
250 88 878
