NOP: 750
NINT: 22
0 179 17
179 372 18
372 549 19
549 699 20
699 833 19
833 1011 18
1011 1109 17
1109 1214 16
1214 1379 15
1379 1522 14
1522 1728 13
1728 1910 12
1910 2064 11
2064 2222 10
2222 2362 9
2362 2516 8
2516 2653 7
2653 2775 6
2775 2992 5
2992 3115 4
3115 3276 3
3276 300000 2
1 38 1685
2 43 2187
3 96 2660
4 35 686
5 85 2877
6 28 2999
7 79 2455
8 90 3166
9 75 1493
10 78 949
11 83 116
12 42 2985
13 30 3187
14 95 127
15 35 3360
16 84 3461
17 95 1856
18 40 398
19 74 920
20 57 900
21 90 1319
22 96 2251
23 56 1138
24 43 2140
25 82 2039
26 67 2072
27 53 3498
28 62 2301
29 51 1053
30 23 2452
31 35 462
32 48 3121
33 50 3200
34 47 2310
35 33 77
36 24 1640
37 81 2712
38 94 1138
39 65 2477
40 95 2882
41 98 2281
42 40 1898
43 59 3538
44 56 3314
45 55 320
46 50 1046
47 29 507
48 26 88
49 38 3133
50 68 3133
51 35 2820
52 75 2389
53 59 517
54 65 2005
55 21 2779
56 95 2615
57 74 3545
58 24 1294
59 99 1866
60 39 2220
61 25 3364
62 46 3064
63 67 1022
64 61 2522
65 24 3131
66 86 3340
67 58 146
68 26 2745
69 33 2995
70 54 301
71 55 2532
72 88 897
73 41 941
74 54 1347
75 50 3211
76 38 3092
77 65 3092
78 28 154
79 55 1368
80 71 3060
81 84 773
82 75 321
83 65 1600
84 22 2160
85 74 1668
86 47 3362
87 88 264
88 61 3429
89 28 1400
90 22 1752
91 27 966
92 50 1879
93 76 1566
94 28 3224
95 80 2083
96 59 625
97 37 263
98 49 2406
99 53 3469
100 46 2453
101 56 3011
102 65 2371
103 48 1232
104 22 2764
105 70 2898
106 27 731
107 60 2768
108 71 1076
109 71 1313
110 44 3589
111 86 3120
112 75 1769
113 44 121
114 54 3556
115 32 898
116 72 275
117 58 3154
118 33 1873
119 41 2421
120 48 2758
121 61 2787
122 78 944
123 28 2950
124 46 2051
125 96 2861
126 80 1217
127 93 2407
128 56 1410
129 33 2715
130 22 1155
131 45 1774
132 41 596
133 54 1508
134 44 291
135 37 2787
136 49 2708
137 46 984
138 46 803
139 82 593
140 75 3398
141 97 1759
142 67 246
143 52 1213
144 50 2900
145 53 3481
146 34 2428
147 91 1654
148 84 939
149 94 2040
150 55 1177
151 54 1556
152 64 3243
153 55 62
154 33 3521
155 74 318
156 58 2582
157 37 2405
158 94 1104
159 98 560
160 36 151
161 99 2579
162 46 721
163 73 858
164 54 2711
165 71 887
166 35 87
167 50 3380
168 49 2299
169 47 2506
170 75 1514
171 63 3361
172 63 2107
173 69 3029
174 36 2262
175 33 3037
176 25 2138
177 69 2347
178 90 920
179 97 2640
180 30 2951
181 86 452
182 22 2352
183 90 214
184 48 3118
185 77 3604
186 90 137
187 96 293
188 27 243
189 88 161
190 75 1339
191 38 518
192 43 2630
193 93 256
194 54 2029
195 75 2395
196 65 374
197 85 2565
198 41 336
199 76 1181
200 74 3596
201 92 3510
202 88 2420
203 28 1123
204 71 2611
205 75 2487
206 53 233
207 93 3346
208 96 3416
209 66 1469
210 64 2743
211 38 1684
212 79 1841
213 22 2312
214 66 374
215 71 2274
216 81 257
217 42 2370
218 77 3586
219 38 2930
220 64 399
221 50 3054
222 23 1368
223 25 3400
224 50 607
225 40 345
226 63 1847
227 23 2635
228 57 2187
229 54 284
230 24 545
231 41 941
232 41 2946
233 89 2497
234 93 900
235 61 1998
236 48 1827
237 30 382
238 28 1956
239 37 1858
240 90 2546
241 39 573
242 97 2067
243 75 1190
244 91 1752
245 40 1886
246 91 533
247 78 2092
248 20 546
249 79 1310
250 77 1209
251 47 2041
252 55 489
253 47 2080
254 29 292
255 25 1872
256 81 795
257 60 1877
258 21 1825
259 47 142
260 79 3058
261 27 443
262 65 2199
263 79 721
264 20 2619
265 83 2827
266 60 2842
267 57 1413
268 68 2227
269 53 1603
270 97 3432
271 30 1421
272 36 1977
273 38 1103
274 49 1249
275 97 3555
276 70 168
277 48 2759
278 46 1715
279 51 227
280 68 378
281 91 1864
282 63 1756
283 32 1377
284 44 2947
285 81 802
286 87 689
287 96 1501
288 21 1369
289 53 1066
290 97 3235
291 39 2076
292 31 2874
293 86 1791
294 57 1457
295 63 2836
296 55 1724
297 42 3396
298 36 1539
299 43 3533
300 25 2257
301 84 1346
302 24 906
303 48 1100
304 97 3238
305 26 189
306 85 95
307 44 2051
308 53 954
309 38 2221
310 61 724
311 26 3388
312 40 1997
313 58 3566
314 43 1238
315 20 2262
316 47 3339
317 94 1027
318 94 1581
319 52 280
320 37 219
321 23 210
322 55 2121
323 29 313
324 29 1381
325 36 1205
326 20 1496
327 35 3301
328 23 1610
329 29 3175
330 77 1237
331 54 746
332 32 2944
333 86 3295
334 97 3078
335 60 1300
336 59 3222
337 47 3356
338 52 293
339 32 3068
340 75 2158
341 50 2630
342 51 1203
343 49 383
344 69 2383
345 90 3239
346 51 1890
347 61 3240
348 72 563
349 88 887
350 35 883
