NOP: 500
NINT: 41
0 36 18
36 86 19
86 127 20
127 166 21
166 207 22
207 255 23
255 289 24
289 335 25
335 370 26
370 413 27
413 446 28
446 496 29
496 539 30
539 579 29
579 630 28
630 670 27
670 714 26
714 742 25
742 780 24
780 824 23
824 861 22
861 894 21
894 935 20
935 972 19
972 1007 18
1007 1035 17
1035 1077 16
1077 1110 15
1110 1136 14
1136 1189 13
1189 1222 12
1222 1271 11
1271 1301 10
1301 1333 9
1333 1368 8
1368 1407 7
1407 1442 6
1442 1478 5
1478 1510 4
1510 1533 3
1533 300000 2
1 99 1110
2 91 269
3 91 1229
4 25 471
5 64 1034
6 87 118
7 43 1448
8 59 236
9 66 1096
10 47 275
11 99 1633
12 63 1610
13 96 744
14 66 901
15 90 220
16 34 1506
17 68 1285
18 26 931
19 88 345
20 93 1477
21 22 937
22 45 1329
23 20 535
24 83 1520
25 38 348
26 81 1284
27 65 104
28 92 1391
29 57 664
30 95 165
31 86 1132
32 39 1617
33 66 1040
34 53 1099
35 48 1154
36 82 351
37 98 1113
38 62 832
39 31 474
40 48 1426
41 59 354
42 85 1384
43 48 1243
44 72 572
45 86 953
46 57 1160
47 46 1394
48 55 918
49 95 1275
50 53 1383
51 42 1604
52 45 360
53 84 1321
54 87 882
55 47 469
56 27 430
57 22 832
58 70 1630
59 28 260
60 59 213
61 23 855
62 53 905
63 57 436
64 98 1342
65 57 715
66 92 1618
67 86 1329
68 80 376
69 30 1065
70 44 1532
71 77 140
72 86 434
73 47 443
74 48 541
75 60 1374
76 74 816
77 36 876
78 23 973
79 94 1202
80 51 1605
81 94 194
82 29 1422
83 60 458
84 75 1084
85 31 847
86 27 1004
87 87 293
88 88 1124
89 82 493
90 49 1237
91 85 1553
92 70 283
93 44 391
94 68 152
95 64 300
96 36 940
97 61 1014
98 85 1133
99 25 769
100 75 209
101 67 107
102 46 1462
103 46 996
104 38 302
105 41 855
106 40 541
107 80 1193
108 48 285
109 27 1304
110 21 1397
111 69 517
112 69 1341
113 84 865
114 68 1581
115 54 572
116 85 877
117 91 455
118 75 222
119 57 725
120 40 1539
121 32 1240
122 20 771
123 48 1382
124 71 238
125 52 1045
126 26 484
127 80 1178
128 47 89
129 80 652
130 51 143
131 27 645
132 26 1437
133 26 1174
134 44 762
