NOP: 120
NINT: 4
0 453 5
453 887 4
887 1347 3
1347 300000 2
1 20 1187
2 32 563
3 81 585
4 34 1156
5 72 421
6 29 325
7 52 407
8 27 498
9 31 1432
10 33 1309
11 50 1284
12 67 485
13 42 962
14 39 509
15 99 1366
16 60 1526
17 73 1325
18 57 104
19 59 1261
20 81 1590
21 21 998
22 68 1296
23 73 915
24 80 606
25 71 1213
26 32 262
27 30 702
28 29 174
29 92 1352
30 59 334
31 32 121
32 59 1150
33 22 457
34 36 502
35 20 1372
36 25 158
37 28 571
38 34 685
39 28 1622
40 28 156
41 29 1377
42 93 1638
43 89 1362
44 74 1217
45 73 1444
46 67 176
47 33 667
48 80 765
49 47 1521
50 63 1743
51 31 915
52 54 640
53 78 617
54 72 1409
55 60 601
56 34 1556
57 89 977
58 22 655
59 99 1520
60 54 585
61 76 857
62 78 1074
63 62 414
64 70 74
65 36 828
66 85 1605
67 36 1094
68 46 1353
69 85 1595
70 51 1767
71 76 1675
72 78 407
73 39 1010
74 27 495
75 44 614
76 33 841
77 47 882
78 42 219
79 80 1562
80 73 215
81 38 1680
82 39 360
83 78 528
84 22 1618
85 45 1568
86 46 570
87 45 951
88 85 1157
89 31 795
90 56 1794
91 84 1725
92 26 992
93 86 1293
94 55 210
95 30 148
96 33 50
97 26 841
98 33 1583
99 21 824
100 79 1619
101 62 273
102 40 1506
103 49 217
104 24 124
105 51 1036
106 28 1060
107 63 844
108 28 1497
109 73 472
110 50 785
111 36 1656
112 97 1530
113 92 1104
114 99 1640
115 29 286
116 77 731
117 59 954
118 83 1450
119 58 1185
120 77 1619
