NOP: 120
NINT: 2
0 1082 3
1082 300000 2
1 32 2159
2 73 996
3 50 2280
4 91 2402
5 64 179
6 84 1924
7 65 1274
8 61 145
9 68 2717
10 84 2359
11 55 1994
12 58 1360
13 43 1837
14 98 1445
15 97 2438
16 32 659
17 98 1018
18 63 1858
19 34 216
20 82 807
21 67 2444
22 40 1352
23 76 217
24 78 660
25 77 2668
26 46 1204
27 36 1001
28 75 570
29 92 2546
30 38 1810
31 84 970
32 46 862
33 53 2067
34 81 2753
35 86 2525
36 95 1680
37 68 2719
38 70 2285
39 88 2493
40 47 815
41 23 1194
42 45 2656
43 55 1856
44 45 1243
45 31 1202
46 70 2089
47 30 899
48 30 2574
49 55 1242
50 98 1987
51 91 137
52 22 59
53 62 2412
54 57 1804
55 76 2273
56 57 631
57 28 2367
58 54 459
59 81 900
60 32 829
61 28 2123
62 20 853
63 50 2380
64 74 1500
65 79 1590
66 71 961
67 32 1098
68 94 2689
69 84 1267
70 56 2124
71 29 480
72 42 2423
73 75 702
74 51 2475
75 68 92
76 64 1718
77 25 1877
78 52 847
79 63 454
80 56 1094
81 67 1041
82 24 386
83 71 1662
84 45 1050
85 79 1547
86 26 1872
87 59 1133
88 95 431
89 46 173
90 94 2454
91 64 2015
92 39 2749
93 92 256
94 84 2674
95 51 2271
96 26 798
97 32 2210
98 43 404
99 34 975
100 37 2688
101 76 1941
102 36 668
103 85 1433
104 98 2368
105 32 272
106 20 1424
107 48 516
108 95 2225
109 45 1716
110 37 2047
111 90 2555
112 26 1668
113 48 2694
114 74 1894
115 83 355
116 81 669
117 34 1022
118 25 214
119 73 1421
120 27 1599
