NOP: 120
NINT: 3
0 534 2
534 1356 3
1356 300000 2
1 97 338
2 37 1526
3 29 1483
4 37 2321
5 41 2874
6 96 1142
7 68 717
8 44 3155
9 34 1562
10 95 2651
11 99 2951
12 42 1577
13 20 1479
14 64 845
15 47 2856
16 87 1579
17 71 1195
18 54 1620
19 77 1481
20 80 2760
21 24 578
22 63 412
23 51 1412
24 45 2390
25 38 1891
26 30 2575
27 89 1919
28 95 197
29 56 2830
30 38 2462
31 91 2155
32 85 841
33 55 416
34 62 1328
35 54 2020
36 62 2658
37 21 2564
38 40 1724
39 88 558
40 76 2313
41 28 744
42 62 2104
43 61 3078
44 93 328
45 58 1835
46 96 1134
47 56 1784
48 79 495
49 83 1684
50 48 594
51 78 1167
52 68 3183
53 90 2760
54 79 1325
55 82 1242
56 66 741
57 63 2816
58 78 1484
59 84 450
60 60 2781
61 93 2653
62 84 2918
63 93 2918
64 25 2377
65 93 170
66 80 3075
67 50 1349
68 29 133
69 91 795
70 53 1618
71 60 161
72 36 436
73 84 617
74 93 1528
75 94 1182
76 38 404
77 86 1317
78 77 1307
79 86 1705
80 44 1028
81 23 1798
82 28 2117
83 22 505
84 63 1426
85 38 330
86 83 1891
87 33 2033
88 34 764
89 31 2567
90 60 2285
91 66 3001
92 34 252
93 38 952
94 79 2513
95 41 117
96 60 348
97 68 408
98 90 3090
99 46 2979
100 27 1046
101 36 1163
102 46 2455
103 65 1569
104 81 1415
105 42 702
106 74 2231
107 70 1435
108 87 1041
109 62 2497
110 38 767
111 99 1897
112 95 2424
113 97 1592
114 22 1144
115 59 2422
116 67 2507
117 80 604
118 38 183
119 59 221
120 89 2792
