NOP: 1000
NINT: 113
0 11 86
11 21 87
21 29 88
29 37 89
37 47 90
47 56 91
56 64 92
64 71 93
71 80 94
80 91 95
91 103 96
103 113 97
113 122 98
122 130 99
130 141 100
141 148 99
148 157 98
157 166 97
166 173 96
173 182 95
182 191 94
191 199 93
199 210 92
210 222 91
222 229 90
229 239 89
239 247 88
247 258 87
258 266 86
266 271 85
271 283 84
283 288 83
288 296 82
296 306 81
306 315 80
315 325 79
325 334 78
334 342 77
342 350 76
350 358 75
358 365 74
365 372 73
372 380 72
380 389 71
389 400 70
400 409 69
409 419 68
419 427 67
427 435 66
435 444 65
444 451 64
451 458 63
458 470 62
470 480 61
480 489 60
489 498 59
498 507 58
507 513 57
513 522 56
522 530 55
530 538 54
538 547 53
547 558 52
558 568 51
568 575 50
575 583 49
583 591 48
591 602 47
602 616 46
616 624 45
624 630 44
630 641 43
641 650 42
650 662 41
662 672 40
672 683 39
683 691 38
691 700 37
700 708 36
708 717 35
717 724 34
724 731 33
731 739 32
739 744 31
744 753 30
753 759 29
759 765 28
765 772 27
772 782 26
782 792 25
792 798 24
798 806 23
806 812 22
812 820 21
820 830 20
830 836 19
836 845 18
845 854 17
854 862 16
862 869 15
869 881 14
881 890 13
890 898 12
898 906 11
906 915 10
915 923 9
923 929 8
929 938 7
938 946 6
946 951 5
951 960 4
960 967 3
967 300000 2
1 90 302
2 50 516
3 30 1002
4 20 860
5 78 956
6 88 1010
7 52 309
8 82 751
9 91 693
10 61 93
11 26 830
12 83 842
13 65 602
14 51 353
15 83 873
16 61 268
17 90 696
18 96 916
19 81 220
20 77 473
21 59 157
22 55 210
23 55 564
24 96 738
25 36 635
26 71 952
27 40 731
28 66 390
29 62 792
30 27 739
31 54 766
32 58 457
33 50 600
34 53 171
35 79 899
36 62 405
37 56 87
38 63 541
39 65 93
40 22 537
41 26 316
42 81 756
43 91 391
44 64 140
45 97 651
46 60 416
47 73 768
48 88 1012
49 28 651
50 66 502
51 62 734
52 32 131
53 31 267
54 66 495
55 28 658
56 74 1011
57 67 514
58 83 984
59 50 62
60 42 612
61 61 682
62 79 559
63 20 227
64 79 405
65 74 383
66 34 416
67 99 266
68 61 416
69 78 136
70 99 427
71 95 517
72 34 899
73 44 400
74 38 1009
75 43 873
76 76 197
77 94 433
78 77 646
79 32 97
80 35 657
81 93 489
82 85 532
83 24 603
84 41 526
85 33 872
86 97 704
87 39 73
88 93 275
89 52 524
90 29 1001
91 77 962
92 81 246
93 25 354
94 23 339
95 76 134
96 38 957
97 99 831
98 90 723
99 93 112
100 47 191
101 42 298
102 58 386
103 73 80
104 49 197
105 79 395
106 75 585
107 33 653
108 39 347
109 77 386
110 93 270
111 60 665
112 63 998
113 67 939
114 77 235
115 25 814
116 83 644
117 29 96
118 90 905
119 97 896
120 90 771
121 76 1011
122 87 652
123 45 950
124 70 702
125 33 780
126 82 683
127 66 640
128 85 231
129 53 324
130 35 692
131 69 272
132 35 839
133 23 67
134 91 808
135 24 284
136 53 956
137 63 897
138 32 522
139 65 92
140 70 579
141 29 54
142 73 988
143 79 231
144 58 636
145 53 67
146 49 267
147 92 984
148 29 432
149 49 484
150 50 886
151 38 970
152 90 262
153 51 193
154 58 63
155 61 471
156 47 567
157 81 913
158 39 261
159 78 199
160 44 300
161 25 473
162 20 832
163 66 947
164 82 502
165 80 431
166 20 174
167 65 413
168 93 605
169 20 634
170 47 755
171 93 277
172 81 790
173 97 552
174 59 89
175 62 623
176 51 198
177 42 732
178 37 942
179 28 676
180 33 777
181 37 913
182 64 668
183 87 87
184 30 260
185 83 116
186 70 977
187 73 730
188 85 607
189 31 714
190 94 600
191 71 186
192 57 827
193 61 715
194 94 512
195 39 862
196 66 740
197 35 671
198 57 112
199 98 779
200 82 1010
201 83 810
202 90 217
203 51 564
204 77 716
205 91 762
206 28 112
207 22 423
208 38 362
209 88 587
210 71 353
211 80 678
212 40 447
213 62 761
214 84 655
215 42 56
216 21 474
217 47 174
218 76 554
219 52 61
220 51 814
221 63 938
222 85 480
223 71 656
224 68 688
225 47 739
226 76 554
227 56 199
228 88 754
229 49 440
230 26 507
231 35 144
232 73 805
233 60 349
234 51 553
235 87 462
236 60 371
237 59 124
238 56 316
239 94 1005
240 84 963
241 23 488
242 20 228
243 43 593
244 53 93
245 53 838
246 66 816
247 65 215
248 71 443
249 74 446
250 77 543
251 24 685
252 81 449
253 78 227
254 65 752
255 29 426
256 55 170
257 66 743
258 80 322
259 48 633
260 50 921
261 90 136
262 87 154
263 25 141
264 47 165
265 81 862
266 92 110
267 43 443
268 58 552
269 21 842
270 95 763
271 86 267
272 91 104
273 45 745
274 70 308
275 69 516
276 33 309
277 69 873
278 66 804
279 22 661
280 66 87
281 47 560
282 23 856
283 81 257
284 93 173
285 75 892
286 67 401
287 83 476
288 39 241
289 23 997
290 93 785
291 88 247
292 49 598
293 51 223
294 33 320
295 51 835
296 78 196
297 63 968
298 75 641
299 30 815
300 97 241
301 67 298
302 79 101
303 67 674
304 58 317
305 77 409
306 85 481
307 71 283
308 37 627
309 48 275
310 50 552
311 66 846
312 63 773
313 83 1016
314 25 312
315 45 447
316 99 681
317 23 982
318 52 368
319 98 468
320 54 260
321 98 897
322 83 720
323 87 737
324 31 696
325 55 548
326 93 235
327 41 927
328 86 439
329 53 973
330 45 545
331 40 884
332 45 643
333 64 65
334 46 302
335 47 479
336 22 505
337 71 421
338 67 324
339 22 155
340 89 312
341 25 578
342 23 637
343 28 555
344 30 873
345 64 984
346 63 66
347 47 456
348 34 267
349 85 632
350 40 890
351 33 404
352 56 600
353 24 967
354 47 529
355 44 321
356 86 420
357 81 113
358 48 573
359 61 811
360 34 167
361 62 470
362 37 88
363 66 695
364 33 211
365 51 717
366 24 254
367 89 596
368 52 135
369 50 674
370 44 777
371 50 728
372 97 641
373 73 721
374 59 810
375 38 668
376 22 696
377 86 560
378 42 906
379 46 852
380 27 754
381 60 335
382 96 685
383 37 408
384 87 300
385 86 874
386 46 950
387 41 158
388 78 339
389 46 906
390 85 864
391 41 819
392 75 525
393 56 428
394 90 105
395 48 706
396 60 221
397 38 754
398 82 241
399 33 80
400 93 277
401 97 107
402 40 977
403 49 449
404 72 572
405 85 368
406 37 546
407 88 618
408 52 591
409 40 121
410 27 286
411 60 427
412 87 915
413 70 583
414 37 264
415 93 542
416 39 350
417 48 128
418 47 582
419 41 157
420 60 329
421 50 912
422 43 172
423 53 1010
424 55 75
425 75 116
426 83 88
427 41 303
428 76 842
429 60 431
430 77 985
431 86 149
432 79 912
433 90 117
434 67 654
435 38 360
436 77 175
437 95 917
438 28 920
439 48 918
440 50 521
441 59 873
442 63 618
443 96 534
444 21 919
445 65 179
446 78 929
447 36 365
448 20 627
449 56 396
450 36 642
451 56 749
452 69 456
453 89 716
454 31 326
455 97 153
456 50 350
457 58 128
458 67 1007
459 46 961
460 33 267
461 60 199
462 29 213
463 67 150
464 63 602
465 82 769
466 90 104
467 29 334
468 45 339
469 87 366
470 81 560
471 40 867
472 38 815
473 83 93
474 26 107
475 60 714
476 39 270
477 79 951
478 77 503
479 25 760
480 98 893
481 77 544
482 98 677
483 79 818
484 95 497
485 37 986
486 42 460
487 20 899
488 87 380
489 76 713
490 86 571
491 48 809
492 24 238
493 40 350
494 84 315
495 78 891
496 96 422
497 24 946
498 58 780
499 67 760
500 76 916
501 57 820
502 71 386
503 73 599
504 32 954
505 81 853
506 93 513
507 65 965
508 62 823
509 28 933
510 56 108
511 83 622
512 28 938
513 65 529
514 40 601
515 48 113
516 90 309
517 76 665
518 43 544
519 58 911
520 99 505
521 64 472
522 96 274
523 78 319
524 83 848
525 87 783
526 91 167
527 82 260
528 50 996
529 50 759
530 58 109
531 43 840
532 51 773
533 60 113
534 77 758
535 42 320
536 78 909
537 71 545
538 21 125
539 62 437
540 76 666
541 44 711
542 20 299
543 69 311
544 31 650
545 90 768
546 43 465
547 20 602
548 73 839
549 82 831
550 89 743
551 35 721
552 50 160
553 87 639
554 53 885
555 87 849
556 66 536
557 52 263
558 40 538
559 37 945
560 59 813
561 91 100
562 54 828
563 20 962
564 22 886
565 60 102
566 81 788
567 31 894
568 30 898
569 95 712
570 57 789
571 20 771
572 33 151
573 68 922
574 65 260
575 98 771
576 55 693
577 29 723
578 59 470
579 49 774
580 61 330
581 91 788
582 68 576
583 89 831
584 34 116
585 71 639
586 53 396
587 33 766
588 44 51
589 55 764
590 50 264
591 61 837
592 76 124
593 84 477
594 71 728
595 39 94
596 82 866
597 21 964
598 82 1001
599 79 535
600 53 762
601 81 410
602 65 520
603 75 767
604 74 237
605 72 604
606 84 617
607 75 596
608 33 685
609 25 516
610 44 857
611 45 932
612 35 806
613 62 381
614 82 475
615 56 259
616 44 800
617 57 280
618 92 589
619 82 708
620 94 578
621 95 602
622 91 501
623 97 141
624 54 713
625 47 925
626 55 562
627 65 933
628 80 710
629 69 541
630 86 276
631 99 755
632 37 474
633 26 612
634 86 113
635 22 166
636 49 320
637 83 802
638 50 269
639 80 320
640 62 182
641 59 552
642 37 251
643 89 215
644 96 754
645 57 389
646 31 416
647 32 989
648 23 612
649 62 409
650 45 197
651 69 797
652 79 887
653 56 616
654 60 767
655 52 834
656 51 946
657 94 693
658 87 604
659 64 526
660 53 851
661 94 395
662 55 615
663 64 586
664 75 483
665 99 472
666 29 264
667 51 471
668 71 485
669 97 253
670 44 597
671 67 442
672 83 667
673 38 205
674 90 571
675 78 305
676 54 149
677 60 1003
678 69 472
679 85 316
680 87 348
681 41 1008
682 99 660
683 95 212
684 76 640
685 76 801
686 36 920
687 90 821
688 72 400
689 83 128
690 35 189
691 31 549
692 56 641
693 37 762
694 32 950
695 55 777
696 27 853
697 99 275
698 87 922
699 92 563
700 23 699
701 88 341
702 22 881
703 58 81
704 99 1014
705 86 742
706 20 605
707 87 131
708 75 835
709 98 751
710 36 483
711 28 680
712 46 90
713 98 1005
714 87 393
715 36 790
716 33 821
717 55 673
718 46 591
719 52 224
720 93 891
721 25 398
722 82 497
723 89 247
724 66 828
725 34 322
726 83 889
727 96 962
728 28 534
729 22 174
730 96 484
731 85 955
732 72 292
733 77 566
734 70 337
735 25 148
736 60 1014
737 48 225
738 70 99
739 67 598
740 50 795
741 26 805
742 41 909
743 20 266
744 71 135
745 81 904
746 51 808
747 32 279
748 97 242
749 48 793
750 43 54
751 21 125
752 97 1012
753 91 928
754 78 641
755 71 90
756 90 361
757 22 668
758 20 952
759 29 85
760 30 369
761 29 385
762 82 814
763 26 150
764 30 686
765 21 855
766 31 468
767 28 365
768 66 520
769 81 625
770 92 181
771 23 337
772 79 822
773 34 496
774 93 811
775 42 459
776 31 95
777 53 956
778 98 805
779 38 687
780 46 373
781 43 334
782 77 818
783 38 746
784 97 746
785 91 801
786 20 456
787 34 380
788 99 474
789 45 695
790 62 113
791 37 903
792 74 439
793 44 628
794 47 656
795 60 743
796 38 996
797 22 167
798 23 438
799 66 944
800 87 939
801 53 408
802 52 93
803 35 246
804 53 290
805 31 241
806 53 320
807 80 889
808 28 238
809 20 356
810 89 947
811 79 320
812 51 348
813 44 148
814 35 39
815 79 595
816 61 74
817 86 325
818 90 531
819 67 832
820 89 470
821 84 689
822 57 756
823 90 242
824 56 972
825 95 116
826 85 171
827 77 191
828 88 930
829 46 426
830 78 675
831 52 292
832 30 400
833 61 233
834 79 789
835 64 321
836 67 427
837 46 815
838 62 600
839 84 614
840 87 860
841 93 823
842 31 125
843 43 148
844 96 666
845 56 555
846 41 109
847 48 979
848 52 848
849 90 429
850 26 666
851 53 775
852 31 802
853 82 431
854 42 462
855 72 982
856 81 645
857 90 433
858 28 404
859 34 305
860 38 379
861 50 990
862 69 448
863 23 680
864 40 937
865 30 324
866 70 776
867 65 183
868 78 350
869 49 728
870 31 211
871 52 709
872 52 78
873 51 584
874 54 848
875 79 157
876 89 615
877 49 993
878 94 860
879 30 404
880 99 186
881 48 551
882 28 547
883 47 257
884 60 831
885 83 476
886 65 680
887 24 798
888 44 836
889 81 613
890 21 622
891 42 325
892 78 751
893 83 266
894 39 94
895 43 915
896 32 559
897 67 188
898 99 472
899 81 826
900 41 124
901 28 364
902 40 454
903 61 512
904 66 893
905 99 763
906 28 156
907 76 80
908 32 851
909 96 244
910 63 237
911 63 338
912 34 431
913 40 489
914 79 529
915 30 265
916 74 598
917 64 541
918 80 616
919 36 653
920 55 682
921 30 729
922 60 538
923 35 40
924 77 925
925 59 979
926 72 85
927 37 114
928 29 675
929 33 877
930 41 180
931 89 904
932 71 469
933 60 461
934 47 347
935 70 506
936 88 790
937 78 249
938 66 354
939 56 848
940 72 512
941 61 174
942 21 823
943 37 319
944 65 114
945 67 246
946 65 952
947 75 560
948 34 696
949 59 948
950 44 173
951 81 938
952 51 581
953 46 726
954 80 568
955 90 972
956 72 591
957 57 580
958 68 746
959 40 674
960 51 554
961 60 204
962 49 826
963 61 142
964 46 545
965 92 819
966 30 809
967 75 364
968 90 296
969 53 196
970 27 851
971 90 115
972 88 220
973 93 793
974 74 207
975 82 670
976 72 173
977 48 931
978 91 212
979 84 587
980 76 88
981 95 131
982 29 41
983 32 374
984 47 896
985 25 621
986 45 139
987 37 814
988 84 405
989 64 610
990 56 61
991 54 247
992 45 302
993 56 518
994 28 478
995 68 757
996 56 592
997 70 149
998 97 246
999 23 670
1000 26 98
