NOP: 1000
NINT: 13
0 726 6
726 1340 7
1340 2099 8
2099 2889 9
2889 3670 10
3670 4340 9
4340 4845 8
4845 5345 7
5345 6126 6
6126 6768 5
6768 7323 4
7323 8455 3
8455 300000 2
1 47 2215
2 69 193
3 45 4003
4 90 3019
5 68 3029
6 73 5150
7 58 8589
8 48 7118
9 74 471
10 54 5738
11 33 3194
12 81 6929
13 72 2934
14 20 2974
15 66 3257
16 90 3209
17 60 3262
18 32 5615
19 71 1428
20 80 161
21 83 9127
22 29 2890
23 82 6387
24 36 4249
25 21 7137
26 97 6587
27 42 8485
28 26 476
29 67 955
30 81 3600
31 20 7788
32 99 7455
33 92 4905
34 50 874
35 52 9152
36 97 3480
37 89 8643
38 32 6650
39 53 2755
40 42 1064
41 68 7194
42 34 206
43 44 5738
44 27 1122
45 96 6687
46 88 1145
47 71 4679
48 63 4323
49 32 4756
50 48 3415
51 33 4614
52 29 2220
53 51 2936
54 84 7315
55 74 526
56 92 4077
57 27 6093
58 33 8158
59 30 106
60 82 4824
61 36 8953
62 62 6085
63 29 91
64 76 1419
65 61 3713
66 62 3649
67 92 9211
68 28 1864
69 68 1560
70 80 247
71 20 4066
72 40 897
73 20 252
74 77 8016
75 32 4176
76 31 3417
77 62 1670
78 45 6458
79 51 6801
80 45 8307
81 83 987
82 53 7111
83 66 3149
84 63 2766
85 33 2953
86 57 3820
87 86 3747
88 87 4711
89 32 5550
90 57 5906
91 93 8453
92 71 5592
93 88 6580
94 35 1750
95 35 7639
96 26 6059
97 40 9110
98 85 465
99 42 5017
100 36 2960
101 91 8128
102 22 9118
103 69 6041
104 36 7943
105 81 886
106 87 288
107 28 774
108 70 5934
109 61 2889
110 99 6030
111 99 2489
112 20 5715
113 99 3369
114 98 5121
115 35 1185
116 46 9116
117 29 7575
118 99 815
119 30 7226
120 92 3765
121 83 6369
122 72 8858
123 27 3503
124 69 2095
125 26 636
126 68 7440
127 27 7711
128 99 7061
129 39 7909
130 77 7460
131 27 1390
132 93 5546
133 77 5544
134 59 6520
135 60 8298
136 45 7171
137 88 8652
138 99 614
139 94 7874
140 56 4458
141 70 2532
142 36 626
143 24 7975
144 88 6925
145 28 3979
146 36 5346
147 70 3542
148 64 1154
149 46 5003
150 77 2392
151 84 7201
152 88 5921
153 94 510
154 45 6912
155 36 973
156 52 1254
157 71 2195
158 32 123
159 30 5460
160 83 5366
161 99 6923
162 63 2497
163 77 2304
164 65 7029
165 37 2351
166 35 1089
167 74 3277
168 47 2327
169 44 4361
170 22 2128
171 26 3809
172 88 3088
173 26 9179
174 38 5613
175 77 1708
176 31 9122
177 54 1846
178 96 614
179 34 8426
180 42 7357
181 33 7845
182 35 5873
183 20 3111
184 61 6612
185 88 3983
186 44 2581
187 96 5003
188 37 561
189 42 2224
190 63 7407
191 50 6867
192 52 3290
193 79 4386
194 77 9246
195 36 8451
196 64 6924
197 78 4125
198 46 1186
199 71 3122
200 26 3314
201 86 8550
202 38 7369
203 24 1271
204 60 3722
205 70 8641
206 57 7947
207 32 7946
208 31 7918
209 99 9037
210 83 4964
211 98 5296
212 20 3604
213 84 6516
214 99 7263
215 26 1268
216 55 6627
217 91 6451
218 24 7707
219 67 347
220 76 320
221 77 4161
222 24 7467
223 83 4362
224 52 2540
225 94 638
226 69 2621
227 58 7096
228 85 6336
229 39 2866
230 39 2056
231 60 1800
232 25 905
233 65 770
234 46 7140
235 68 6510
236 62 1356
237 95 8303
238 74 7887
239 34 5817
240 54 551
241 45 77
