NOP: 1000
NINT: 9
0 1103 10
1103 2457 9
2457 3738 8
3738 4350 7
4350 5382 6
5382 6258 5
6258 7588 4
7588 8721 3
8721 300000 2
1 84 7645
2 59 6022
3 36 3081
4 39 122
5 79 2523
6 39 5268
7 21 2365
8 24 2719
9 72 8973
10 50 9432
11 45 9785
12 25 8974
13 95 3193
14 97 2700
15 32 4459
16 40 1101
17 52 8062
18 65 8683
19 62 1928
20 20 1238
21 32 3876
22 95 9372
23 44 812
24 35 8428
25 92 6397
26 29 7533
27 40 4544
28 43 415
29 56 6255
30 55 7438
31 78 9470
32 36 9201
33 82 2974
34 82 5368
35 68 4937
36 53 7592
37 65 1997
38 71 7356
39 54 8970
40 58 2119
41 56 8462
42 92 5654
43 27 5139
44 33 386
45 82 9557
46 55 7521
47 30 1413
48 93 1238
49 75 7184
50 33 9250
51 87 2040
52 36 6691
53 60 938
54 73 7383
55 67 3798
56 86 1789
57 87 3453
58 27 6955
59 88 4722
60 87 8804
61 78 3366
62 81 5323
63 53 8047
64 28 4992
65 21 4633
66 49 8410
67 47 7187
68 36 717
69 39 9088
70 34 8453
71 58 9107
72 79 5029
73 54 3089
74 89 2903
75 96 8464
76 84 3491
77 61 5528
78 62 3001
79 84 7838
80 74 3806
81 46 3967
82 26 3426
83 95 1496
84 79 537
85 86 2800
86 21 1670
87 53 3943
88 53 6094
89 76 3065
90 54 8175
91 93 8221
92 32 9918
93 70 7774
94 27 9025
95 88 9463
96 79 4199
97 85 9780
98 27 5807
99 57 4979
100 58 9354
101 49 3641
102 76 536
103 27 230
104 43 3842
105 33 2149
106 29 5241
107 29 1638
108 27 297
109 39 8797
110 74 5844
111 93 5521
112 55 7533
113 43 9913
114 36 9614
115 22 8933
116 69 2552
117 45 5899
118 40 4642
119 85 6870
120 71 9703
121 38 3268
122 65 9923
123 69 6284
124 40 1242
125 30 2306
126 44 5154
127 29 4201
128 86 6203
129 94 1185
130 34 704
131 21 3867
132 97 7068
133 72 4511
134 39 7696
135 83 2557
136 54 3094
137 47 9887
138 50 1932
139 21 2228
140 47 1940
141 21 4566
142 57 6907
143 94 4590
144 37 1919
145 60 2648
146 59 6318
147 48 5425
148 31 6360
149 79 8634
150 96 7963
151 29 1525
152 43 3503
153 60 1795
154 22 5643
155 55 7677
156 53 1802
157 61 9687
158 76 2610
159 95 7646
160 70 3027
161 26 1927
162 66 8210
163 71 608
164 76 6222
165 65 5753
166 46 2890
167 25 2676
168 21 7122
169 40 9274
170 48 1944
171 90 7875
172 56 7186
173 30 4566
174 74 9419
175 23 3075
176 83 5655
177 59 5794
178 32 6696
179 54 3128
180 29 3557
181 21 5854
182 97 561
183 41 3809
184 69 4063
185 88 5202
186 74 215
187 94 338
188 43 8173
189 99 4396
190 65 8627
191 24 3558
192 94 505
193 25 6253
194 64 4263
195 20 4608
196 47 8573
197 83 2809
198 62 8322
199 38 6571
200 86 2140
201 39 474
202 77 8957
203 21 1028
204 91 5893
205 40 2245
206 84 6706
207 72 8407
208 84 9667
209 58 501
210 38 2475
211 41 5171
212 32 9661
213 32 6300
214 47 297
215 59 727
216 44 829
217 32 5040
218 90 5580
219 51 7601
220 92 6700
221 99 2652
222 62 1939
223 97 1750
224 96 4584
225 54 1066
226 78 1731
227 49 1765
228 86 5735
229 78 3538
230 53 1123
231 97 7597
232 74 9393
233 46 4509
234 83 7795
235 93 2749
236 49 435
237 92 7565
238 90 137
239 53 9215
240 68 5407
241 30 7763
242 36 4006
243 51 62
244 92 7221
245 99 7359
246 78 5523
247 32 4643
248 53 6055
249 79 7555
250 84 5422
251 78 8837
252 90 7845
253 61 8042
254 99 6508
255 75 4726
256 60 3856
257 88 8741
258 95 9215
259 99 6257
260 48 7262
261 81 9824
262 65 8997
263 71 5797
264 44 7719
265 32 3808
266 70 8654
267 94 9386
268 61 1633
269 64 909
270 91 4403
271 63 2903
272 99 8454
273 69 2171
274 43 5214
275 28 118
276 24 8281
277 94 2256
278 52 6101
279 69 2516
280 44 5880
281 88 2306
282 55 9695
283 92 8733
284 76 2853
285 63 8350
286 59 3692
287 77 9770
288 99 8629
289 29 3450
290 83 7298
291 66 5939
292 35 603
293 75 1701
294 37 7745
295 96 4309
296 76 981
297 83 141
298 81 8247
299 73 984
300 60 2964
301 77 7423
302 51 617
303 28 7640
304 92 1437
305 44 2149
306 73 4266
307 76 5980
308 55 2430
309 44 7177
310 44 4977
311 57 6688
312 83 5057
313 66 6585
314 40 5453
315 22 1100
316 45 2251
317 25 2296
318 70 5197
319 27 6726
320 35 1630
321 68 5378
322 33 5996
323 25 4101
324 87 9137
325 44 9721
326 91 3824
327 22 9054
328 54 8456
329 39 119
330 87 9568
331 41 7292
332 60 5206
333 44 5992
334 73 7203
335 34 1308
336 76 6810
337 44 6071
338 36 3562
339 62 8123
340 34 6874
341 58 217
342 55 9599
343 98 1688
344 22 7419
345 56 1403
346 30 3386
347 88 6327
348 28 4599
349 87 1691
350 79 8908
351 86 3394
352 29 3526
353 88 8181
354 96 3245
355 72 8103
356 57 3742
357 37 3607
358 44 6097
359 53 6432
360 81 5560
361 57 7260
362 90 8351
363 77 9570
364 29 6185
365 84 8698
366 73 9198
367 69 5142
368 53 2499
369 21 8407
370 67 6861
371 58 8366
372 32 460
373 79 5052
374 86 2802
375 79 1062
376 78 8758
377 73 3402
378 83 5131
379 58 5748
380 99 3189
381 64 7085
382 57 3947
383 84 4322
384 67 5570
385 70 7987
386 32 6537
387 66 8512
388 28 3710
389 52 5039
390 95 2282
391 66 4378
392 43 7971
393 52 4749
394 34 7742
395 72 1452
396 24 1762
397 52 7001
398 89 923
399 73 7762
400 80 4557
401 66 8000
402 61 2570
403 98 4928
404 90 9551
405 62 2341
406 80 6136
407 44 1485
408 31 4665
409 67 1926
410 68 553
411 49 6459
412 50 1557
413 67 5153
414 38 6451
415 57 7241
416 81 7517
417 74 934
418 64 2252
419 78 3924
420 22 7367
421 31 9560
422 68 263
423 37 1614
424 81 3852
425 65 1902
426 38 9481
427 73 8328
428 84 8664
429 51 4003
430 69 690
431 58 1264
432 37 1544
433 35 8154
434 80 2130
435 86 9523
436 63 9786
437 48 9251
438 74 8792
439 86 2169
440 26 4075
441 52 7880
442 66 1688
443 66 1297
444 46 3184
445 53 5910
446 93 6348
447 58 4825
448 48 8922
449 21 2392
450 97 8110
451 59 933
452 73 6868
453 59 2891
454 55 7805
455 25 7340
456 98 5688
457 53 5717
458 28 2940
459 93 2278
460 28 5523
461 58 9106
462 40 6575
463 42 1585
464 23 636
465 50 4938
466 48 8554
467 48 7952
468 94 6912
469 45 9573
470 59 3889
471 28 7233
472 38 8303
473 52 6270
474 54 3940
475 79 5555
476 58 817
477 54 3210
478 27 3159
479 94 7209
480 48 4492
481 80 6335
482 22 7992
483 50 7602
484 89 8787
485 59 3523
486 78 4354
487 91 2345
488 85 1650
489 63 4817
490 30 2904
491 30 9464
492 76 7655
493 79 4572
494 67 8886
495 64 3553
496 69 8636
497 24 2781
498 47 914
499 43 3985
500 95 7282
501 23 6891
502 21 5527
503 50 5342
504 33 4069
505 86 579
506 91 5950
507 33 2659
508 56 5034
509 22 1975
510 79 8322
511 35 9831
512 89 3302
513 95 7449
514 63 1220
515 65 4223
516 49 5783
517 74 872
518 52 4415
519 39 136
520 90 2764
521 69 8557
522 30 2859
523 91 8529
524 98 1548
525 25 346
