NOP: 750
NINT: 12
0 511 7
511 1032 8
1032 1534 9
1534 2013 10
2013 2728 9
2728 3406 8
3406 4036 7
4036 4632 6
4632 5109 5
5109 5627 4
5627 6023 3
6023 300000 2
1 24 5126
2 69 3327
3 26 6309
4 74 4827
5 79 359
6 72 2414
7 32 2199
8 21 2600
9 68 3005
10 75 3490
11 76 5214
12 30 6266
13 21 753
14 41 6922
15 32 4844
16 39 1537
17 25 1300
18 85 1129
19 66 830
20 72 6396
21 93 2642
22 54 5334
23 25 4737
24 58 6368
25 54 5089
26 57 3278
27 31 31
28 57 3994
29 51 2764
30 75 2902
31 86 6514
32 38 4265
33 54 3825
34 41 53
35 68 1974
36 92 572
37 92 4204
38 79 4341
39 99 3922
40 29 4557
41 61 3979
42 60 5090
43 65 4247
44 49 6423
45 96 5605
46 50 669
47 24 3860
48 99 3737
49 96 3375
50 52 4764
51 40 6478
52 42 4187
53 24 2240
54 38 342
55 77 3078
56 40 467
57 40 3163
58 42 5737
59 63 4796
60 61 4027
61 53 3027
62 49 6126
63 99 4426
64 69 3730
65 93 678
66 96 4966
67 63 3941
68 75 4886
69 69 108
70 82 2334
71 61 182
72 85 2351
73 84 6495
74 24 2996
75 98 6756
76 91 1291
77 36 3792
78 29 2120
79 30 4405
80 91 169
81 54 3001
82 72 1852
83 44 6907
84 66 6756
85 73 6154
86 44 3265
87 37 499
88 33 5774
89 25 1076
90 66 4598
91 59 2260
92 61 6507
93 62 5011
94 87 3733
95 93 4542
96 42 3508
97 79 4987
98 67 1153
99 41 3431
100 45 6416
101 66 693
102 81 6771
103 63 6709
104 29 3200
105 78 4390
106 39 2656
107 53 5891
108 56 3762
109 42 3338
110 99 3030
111 85 5735
112 28 3949
113 57 2741
114 29 5597
115 78 5440
116 84 4514
117 25 2478
118 79 3709
119 80 5875
120 59 3787
121 67 4004
122 71 5506
123 31 4214
124 72 3917
125 48 5069
126 97 3930
127 51 1821
128 70 4284
129 97 2913
130 33 5378
131 86 2970
132 75 5348
133 36 1453
134 56 6199
135 43 5696
136 24 3536
137 62 6294
138 55 93
139 88 4742
140 60 4316
141 84 4130
142 30 3888
143 53 504
144 40 6203
145 66 2409
146 21 2064
147 83 6386
148 49 3604
149 72 2375
150 36 2525
151 82 1699
152 96 2296
153 34 4535
154 52 4483
155 60 5110
156 53 795
157 83 5810
158 66 3406
159 84 5571
160 23 959
161 86 4667
162 42 6309
163 52 6456
164 87 4116
165 79 4587
166 76 5569
167 88 228
168 70 280
169 85 4318
170 61 2995
171 45 1710
172 35 3915
173 83 5382
174 31 2185
175 56 6586
176 77 3093
177 38 2705
178 21 2758
