NOP: 750
NINT: 45
0 59 14
59 121 15
121 179 16
179 244 17
244 296 18
296 367 19
367 424 20
424 481 21
481 531 22
531 583 23
583 642 24
642 702 25
702 761 26
761 835 27
835 875 28
875 954 29
954 997 30
997 1051 29
1051 1121 28
1121 1150 27
1150 1213 26
1213 1260 25
1260 1316 24
1316 1391 23
1391 1444 22
1444 1498 21
1498 1552 20
1552 1610 19
1610 1670 18
1670 1731 17
1731 1806 16
1806 1841 15
1841 1891 14
1891 1924 13
1924 1970 12
1970 2028 11
2028 2083 10
2083 2123 9
2123 2172 8
2172 2239 7
2239 2279 6
2279 2345 5
2345 2406 4
2406 2458 3
2458 300000 2
1 69 1655
2 89 899
3 83 579
4 20 1008
5 41 2416
6 51 1896
7 21 1836
8 51 421
9 67 1881
10 20 1061
11 72 1626
12 96 1156
13 79 1586
14 60 1763
15 37 2334
16 86 1060
17 72 989
18 45 1949
19 54 380
20 98 846
21 57 1583
22 50 2156
23 94 131
24 30 2268
25 24 984
26 54 1219
27 42 160
28 96 322
29 96 766
30 27 1839
31 68 2107
32 65 2347
33 29 2186
34 45 691
35 25 825
36 32 1005
37 68 1054
38 91 2162
39 52 1429
40 97 848
41 32 520
42 78 318
43 23 1056
44 44 796
45 45 1675
46 51 1374
47 99 2358
48 87 1400
49 46 106
50 34 1832
51 81 192
52 21 1359
53 33 883
54 93 513
55 62 833
56 45 958
57 85 1051
58 89 1535
59 45 1110
60 55 1544
61 50 757
62 98 2268
63 56 1550
64 91 984
65 68 2116
66 75 1323
67 22 1718
68 70 2012
69 45 1762
70 85 260
71 53 2350
72 99 731
73 99 1203
74 23 82
75 73 612
76 37 879
77 21 892
78 71 1407
79 93 512
80 41 1652
81 64 992
82 24 1420
83 26 502
84 69 762
85 47 1027
86 62 437
87 66 1438
88 20 2184
89 33 136
90 98 2145
91 50 1648
92 25 1510
93 24 1208
94 82 431
95 74 1233
96 84 1396
97 86 2086
98 99 734
99 70 1282
100 35 177
101 53 2278
102 51 1092
103 67 660
104 73 2267
105 60 967
106 91 1623
107 77 679
108 65 252
109 35 486
110 23 2072
111 55 880
112 40 1930
113 54 1190
114 69 80
115 42 2200
116 38 987
117 64 1703
118 39 1085
119 34 2402
120 74 845
121 57 1320
122 76 1622
123 40 427
124 75 620
125 32 1199
126 41 731
127 80 700
128 31 687
129 30 1262
130 69 1874
131 89 2431
132 82 2354
133 47 1222
134 57 668
135 87 1737
136 51 96
137 58 2253
138 64 1438
139 76 840
140 79 1206
141 98 1945
142 52 1607
143 57 2058
144 45 2168
145 49 1664
146 88 173
147 74 1651
148 71 2277
149 59 2045
150 29 344
151 71 1732
152 62 2011
153 60 1510
154 43 907
155 73 806
156 30 1416
157 71 2045
158 47 338
159 92 2450
160 56 475
161 48 1737
162 29 595
163 92 478
164 80 1843
165 60 1147
166 60 1845
167 41 258
168 28 2117
169 30 1618
170 61 717
171 89 1430
172 76 2117
173 94 2090
174 89 2029
175 51 697
176 50 284
177 45 849
178 69 1518
179 30 1433
180 95 464
181 86 2390
182 44 2054
183 59 1781
184 96 233
185 46 1343
186 40 948
187 92 2454
188 72 2246
189 77 2018
190 86 1371
191 29 127
192 73 726
193 43 1635
194 89 1880
195 78 1473
196 66 801
197 42 2122
198 27 990
199 96 1883
200 82 1589
201 91 2371
202 55 521
203 44 1701
204 26 579
205 84 137
206 40 250
207 37 489
208 79 520
209 79 2365
210 61 2073
211 62 196
212 98 831
213 64 440
214 39 427
215 70 1167
216 21 2004
217 37 115
218 66 1305
219 29 1075
220 22 64
221 93 1708
222 65 1082
223 91 1560
224 35 235
225 79 2373
226 95 799
227 20 2440
228 37 1000
229 36 1162
230 86 770
231 77 392
232 57 142
233 60 1117
234 24 225
235 71 181
236 49 229
237 38 302
238 45 639
239 84 2423
240 40 420
241 36 536
242 69 1915
243 77 868
244 39 1029
245 65 2457
246 59 231
247 25 1685
248 77 782
249 40 576
250 85 114
251 78 2468
252 26 535
253 51 148
254 30 964
255 82 574
256 27 67
257 73 2225
258 67 1426
259 25 1633
260 50 2442
261 96 934
262 79 1409
263 22 593
264 99 1699
265 97 1911
266 73 1995
267 59 2097
268 37 1843
269 95 1965
270 24 2346
271 39 1496
272 52 1537
273 42 1380
274 75 164
275 97 361
276 97 1981
277 49 1271
278 88 211
279 71 349
280 36 1870
281 99 592
282 85 1119
283 95 1257
284 71 2324
285 72 1205
286 46 265
287 68 722
288 93 1724
289 51 1659
290 87 687
291 35 1593
292 96 919
293 26 1991
294 43 2069
295 31 837
296 33 1459
297 55 2064
298 70 2153
299 32 2191
300 77 2241
301 24 2087
302 97 1494
303 40 1860
304 65 1730
305 63 2310
306 74 891
307 83 1795
308 39 2351
309 75 1335
310 85 1107
311 80 1338
312 56 602
313 90 1733
314 49 779
315 77 1527
316 88 469
317 54 2450
318 45 420
319 78 416
320 75 592
321 90 212
322 33 317
323 27 1529
324 26 126
325 46 97
326 54 196
327 54 1868
328 37 896
329 38 612
330 69 1271
331 36 1640
332 74 1489
333 61 1664
334 35 465
335 47 1016
336 96 256
337 84 2291
338 63 259
339 56 1249
340 42 991
341 66 1715
342 99 1998
343 23 1635
344 89 1001
345 85 576
346 51 577
347 93 782
348 72 1310
349 81 2254
350 70 1472
351 88 600
352 87 2060
353 47 511
354 26 1257
355 81 1278
356 46 128
357 92 2168
358 58 928
359 46 1756
360 50 2230
361 69 792
362 99 2013
363 38 418
364 92 674
365 77 1767
366 20 578
367 38 502
368 93 985
369 47 875
370 34 110
371 31 2297
372 42 585
373 61 1471
374 49 931
375 67 147
376 22 2052
377 21 2061
378 81 1693
379 44 483
380 84 466
381 33 524
382 95 1238
383 42 518
384 96 1904
385 21 419
386 25 1248
387 57 553
388 79 2424
389 99 1001
390 97 2409
391 34 2417
392 83 2393
393 38 2254
394 34 931
395 52 2013
396 94 1406
397 39 2234
398 75 2041
399 60 1131
400 85 859
401 40 2129
402 35 1828
403 96 1539
404 37 928
405 39 2136
406 21 2133
407 94 1443
408 71 1708
409 61 1555
410 95 520
411 91 716
412 82 2439
413 88 362
414 82 548
415 41 52
416 34 559
417 45 2399
418 99 1966
419 99 237
420 53 1557
421 66 1857
422 30 1921
423 58 576
424 83 567
425 37 1767
426 81 2368
427 57 385
428 64 1277
429 51 643
430 76 2220
431 23 257
432 54 1278
433 86 413
434 66 975
435 73 1290
436 21 2329
437 51 80
438 29 678
439 86 1541
440 43 1730
441 90 1084
442 73 1792
443 48 111
444 26 1256
445 61 1872
446 50 1843
447 80 469
448 92 728
449 47 1708
450 84 1328
451 65 1213
452 83 1675
453 69 1322
454 96 1441
455 29 2169
456 45 1246
457 55 1460
458 41 1376
459 82 1318
460 32 806
461 85 984
462 82 355
463 47 969
464 83 1859
465 92 1981
466 96 472
467 69 1931
468 36 2377
469 36 87
470 89 1401
471 63 1933
472 86 2064
473 53 1388
474 98 128
475 93 98
476 75 474
477 44 671
478 24 1315
479 36 527
480 87 1509
481 59 2100
482 57 2105
483 70 1309
484 62 1259
485 40 1361
486 62 853
487 91 1958
488 63 773
489 54 1327
490 81 553
491 59 1538
492 28 501
493 38 1358
494 93 663
495 71 1217
496 72 1756
497 36 2361
498 60 1828
499 34 893
500 48 504
501 60 2364
502 76 2265
503 85 1054
504 79 1340
505 68 959
506 97 525
507 76 2187
508 75 1728
509 66 1763
510 88 1981
511 47 2399
512 29 2428
513 26 1997
514 46 1340
515 20 2155
516 44 2233
517 94 956
518 29 323
519 76 1131
520 71 535
521 23 61
522 35 1389
523 30 1979
524 36 953
525 95 1083
526 92 1234
527 60 1551
528 98 506
529 96 758
530 40 1737
531 79 2420
532 22 2049
533 36 885
534 36 638
535 72 237
536 93 359
537 54 966
538 25 2201
539 92 1025
540 75 1230
541 55 1079
542 22 722
543 45 2142
544 93 2012
545 83 480
546 25 1751
547 94 2224
548 46 2281
549 92 1933
550 55 1157
551 90 1403
552 43 1490
553 22 685
554 32 1460
555 81 137
556 33 352
557 29 731
558 43 2234
559 55 1869
560 37 144
561 22 578
562 31 376
563 37 2351
564 80 938
565 45 603
566 26 2079
567 24 1626
568 81 2269
569 71 2242
570 76 990
571 87 561
572 25 1541
573 73 1958
574 27 1169
575 83 114
576 29 395
577 73 1258
578 23 1219
579 65 989
580 63 2440
581 66 1272
582 55 545
583 63 2294
584 35 52
585 73 207
586 93 2137
587 30 2440
588 99 1746
589 33 338
590 43 1948
591 57 1991
592 20 1541
