NOP: 120
NINT: 15
0 80 4
80 151 5
151 232 6
232 308 7
308 401 8
401 471 9
471 537 10
537 609 9
609 675 8
675 774 7
774 834 6
834 877 5
877 979 4
979 1065 3
1065 300000 2
1 59 912
2 75 895
3 22 688
4 88 998
5 73 677
6 61 900
7 66 156
8 87 272
9 77 674
10 65 811
11 70 987
12 95 163
13 43 77
14 52 1026
15 34 713
16 96 717
17 38 774
18 62 1053
19 34 957
20 75 173
21 24 953
22 34 381
23 80 299
24 36 136
25 81 596
26 26 459
27 42 336
28 63 1088
29 89 479
30 93 667
31 59 1026
32 41 1020
33 74 509
34 36 1019
35 58 963
36 48 699
37 44 338
38 20 885
39 27 171
40 69 650
41 53 238
42 39 1001
43 45 502
44 88 433
45 32 280
46 85 269
47 20 120
48 37 636
49 86 1009
50 54 216
51 47 774
52 30 274
53 99 552
54 86 210
55 53 294
56 22 543
57 81 83
58 58 991
59 25 1075
60 96 969
61 58 936
62 37 344
63 41 937
64 21 737
65 75 428
66 95 767
67 56 482
68 83 1073
69 32 979
70 32 141
71 29 356
72 95 459
73 65 441
74 36 675
75 82 433
76 35 206
77 76 578
78 22 183
79 21 410
80 27 970
81 46 274
82 93 508
83 53 1090
84 69 174
85 65 821
86 46 625
87 35 484
88 93 310
89 97 762
90 72 80
91 70 208
92 59 687
93 80 302
94 60 652
95 52 1070
96 64 280
97 22 542
98 23 491
99 36 899
100 69 272
101 55 117
102 87 818
103 60 391
104 79 784
105 77 747
106 60 338
107 52 296
108 87 255
109 86 1026
110 60 918
111 42 671
112 51 231
113 90 1061
114 73 182
115 58 1098
116 24 406
117 81 298
118 56 609
119 47 414
120 80 938
