NOP: 500
NINT: 13
0 274 6
274 644 7
644 994 8
994 1436 9
1436 1751 10
1751 2084 9
2084 2444 8
2444 2850 7
2850 3220 6
3220 3626 5
3626 3920 4
3920 4216 3
4216 300000 2
1 63 3187
2 86 4065
3 25 4072
4 86 4057
5 75 2890
6 24 446
7 63 281
8 72 2335
9 98 234
10 97 2821
11 70 2824
12 41 2490
13 79 2596
14 86 3457
15 25 1670
16 65 1273
17 68 1712
18 51 2612
19 90 1951
20 29 2262
21 67 3828
22 80 1591
23 87 2503
24 88 4142
25 92 1400
26 41 981
27 79 1182
28 45 2947
29 58 2442
30 73 2432
31 87 1504
32 94 794
33 87 2554
34 49 2733
35 90 99
36 30 676
37 75 3539
38 27 1780
39 28 782
40 59 1098
41 68 1523
42 68 4173
43 72 273
44 85 3453
45 95 1072
46 64 2141
47 34 538
48 35 43
49 62 126
50 23 3355
51 90 1886
52 74 2156
53 72 3647
54 30 3204
55 79 1299
56 59 4178
57 42 3211
58 80 1159
59 67 2318
60 69 4400
61 40 1626
62 41 3433
63 74 454
64 30 1259
65 97 3092
66 31 951
67 81 3944
68 92 3244
69 65 3015
70 88 845
71 75 2719
72 71 2416
73 41 3112
74 38 3697
75 83 3283
76 25 2490
77 51 4449
78 71 1499
79 51 1470
80 24 4271
81 61 2452
82 70 4090
83 47 495
84 54 2600
85 95 961
86 21 3075
87 78 1480
88 49 927
89 33 2858
90 35 3506
91 96 167
92 41 1015
93 28 2994
94 21 2265
95 21 4096
96 83 4042
97 91 3216
98 79 3272
99 41 2234
100 73 3677
101 31 1724
102 96 4395
103 53 2447
104 77 4422
105 48 3815
106 94 3525
107 50 739
108 64 902
109 40 3050
110 60 196
111 46 1753
112 29 3149
113 57 4298
114 92 3370
115 88 2254
116 59 221
117 54 4225
118 54 134
119 23 2200
120 76 3979
121 39 2131
122 64 1229
123 88 2282
124 49 3122
125 35 2813
126 30 578
127 95 4327
128 98 1476
129 26 1404
130 34 602
131 80 139
132 74 3986
133 56 2371
134 72 2969
135 37 1588
136 47 1168
137 56 223
138 89 1542
139 95 1443
140 27 3641
141 36 430
142 50 469
143 79 884
144 61 320
145 62 3058
146 80 3830
147 49 2034
148 67 556
149 28 3860
150 68 1287
151 21 1967
152 21 1782
153 65 695
154 28 3753
155 53 2421
156 70 2021
157 43 2788
158 78 3839
159 56 1250
160 28 935
161 28 1491
162 91 4275
163 78 1822
164 56 3989
165 23 197
166 73 1276
167 95 3435
168 49 3925
169 66 2961
170 55 1291
171 31 3092
172 90 1081
173 26 1490
174 33 3779
175 58 2936
176 38 2663
177 88 2501
178 98 1248
179 67 1903
180 93 1861
181 98 2973
182 49 4152
183 79 2516
184 95 3284
185 35 3063
186 69 886
187 34 2475
188 55 1594
189 38 3520
190 84 3017
191 23 3223
192 50 2026
193 38 2736
194 40 805
195 80 2695
196 70 4323
197 40 879
198 97 1502
199 70 1606
200 72 3434
201 37 1784
202 39 4256
203 51 2869
204 76 1931
205 42 3784
206 98 1116
207 52 254
208 37 1221
209 24 2604
210 47 3676
211 66 1390
212 40 2724
213 68 4406
214 72 2402
215 32 3480
216 20 3265
217 38 1768
218 87 1872
219 54 3357
220 52 1960
221 79 171
222 70 2315
223 46 1041
224 87 194
225 27 3646
226 50 667
227 74 3125
228 96 3468
229 62 3534
230 49 3714
231 28 3790
232 26 2775
233 62 2843
234 68 1857
235 87 1531
236 27 4034
237 83 3559
238 61 2595
239 26 1618
240 32 2460
241 58 4467
242 27 4049
243 78 2960
244 21 4367
245 23 3897
246 75 1891
247 63 1047
248 65 148
249 22 2356
250 27 1596
251 25 1945
252 60 2368
253 78 2012
254 69 583
255 92 2501
256 53 131
257 75 1058
258 60 1795
259 27 3200
260 71 3465
261 22 4047
262 50 1837
263 66 3856
264 78 3071
265 61 1581
266 25 141
267 58 2539
268 78 216
269 58 1161
270 86 4373
271 53 1367
272 76 473
273 50 2648
274 50 566
275 20 3038
276 90 3936
277 96 166
278 79 635
279 34 2602
280 64 3934
281 23 264
282 31 3305
283 47 504
284 78 4312
285 20 2976
286 36 2095
287 25 649
288 20 286
289 64 968
290 98 4313
291 83 3617
292 70 681
293 79 1958
294 96 1856
295 26 1819
296 51 1404
297 92 3547
298 22 290
299 50 3376
300 97 1882
301 34 444
302 46 243
303 38 2799
304 89 1049
305 43 3610
306 35 1322
307 46 2336
308 36 2774
309 21 1941
310 68 225
311 84 2330
312 40 1404
313 84 1328
314 73 887
315 23 2724
316 89 3821
317 62 1745
318 86 618
319 61 1280
320 57 3005
321 31 2587
322 88 641
323 84 3985
324 67 1487
325 49 2427
326 46 3440
327 81 1432
328 55 4025
329 23 607
330 30 2531
331 24 465
332 97 1110
333 42 4049
334 36 1305
335 41 1692
336 48 3733
337 26 3745
338 62 795
339 79 1477
340 41 2817
341 83 3503
342 85 3429
343 71 3050
344 24 759
345 82 2329
346 35 2967
347 31 790
348 94 3241
349 44 4051
350 75 284
351 57 751
352 66 1980
353 77 1784
354 34 3807
355 95 1254
356 79 534
357 34 3881
358 71 733
359 96 538
360 54 504
361 70 1908
362 68 1966
363 53 424
364 58 2772
365 32 2416
366 72 4089
367 99 681
368 56 1762
369 92 3648
370 57 2477
371 31 767
372 85 3875
373 83 474
374 35 2765
375 33 1807
376 44 143
377 56 862
378 68 726
379 46 3536
380 81 230
381 80 1076
382 43 1185
383 99 2349
384 67 3067
385 35 1093
386 65 2739
387 44 3747
388 69 2914
389 24 2322
390 38 2003
391 38 3995
392 24 1964
393 40 1575
394 46 3917
395 49 2983
396 73 1483
397 53 590
398 70 3210
399 63 4162
400 41 3153
401 95 2706
402 63 136
403 20 866
404 52 3035
405 82 3135
406 84 2043
407 62 1546
408 83 1366
409 77 2324
410 66 3635
411 69 2217
412 53 3761
413 67 2913
414 62 3657
415 72 852
416 42 1676
417 92 438
418 93 934
419 41 855
420 50 1398
421 83 3508
422 88 1115
423 22 410
424 90 401
425 31 4267
426 20 4286
427 26 1201
428 42 380
429 88 524
430 33 3370
431 69 1781
432 31 433
433 65 2743
434 61 594
435 95 984
436 73 499
437 58 2692
438 77 2636
439 46 2546
440 87 4341
441 58 1581
442 42 1009
443 71 960
444 66 1998
445 61 1327
446 96 2840
447 78 416
448 30 4109
449 23 3944
450 88 95
451 52 285
452 52 3139
453 23 1089
454 24 337
455 67 2598
456 33 505
457 94 1628
458 57 1785
459 60 2216
460 31 1614
461 83 680
462 31 1788
463 24 1070
464 77 806
465 23 4341
466 57 854
467 47 537
468 63 1296
469 51 2944
470 28 2203
471 58 3330
472 91 1272
473 35 602
474 82 2079
475 69 627
476 77 1196
477 33 3085
478 49 425
479 43 1090
480 46 4217
481 23 2448
482 86 595
483 60 411
484 40 4157
485 24 3236
486 76 2071
487 42 2663
488 39 143
489 33 2034
490 80 2900
491 70 2095
492 30 3094
493 79 821
494 60 1050
495 61 3855
496 92 2416
497 81 1963
498 25 478
499 86 2336
500 40 2010
