NOP: 750
NINT: 12
0 541 7
541 1216 8
1216 1972 9
1972 2614 10
2614 3202 9
3202 3746 8
3746 4408 7
4408 5009 6
5009 5449 5
5449 6131 4
6131 6670 3
6670 300000 2
1 94 3998
2 36 4255
3 59 2207
4 80 5563
5 35 5244
6 34 2681
7 98 797
8 76 4114
9 92 3855
10 68 2045
11 27 2781
12 51 1420
13 53 2060
14 74 4329
15 41 5699
16 32 6793
17 46 2535
18 39 5688
19 63 2352
20 32 2972
21 81 3153
22 55 4910
23 71 6123
24 80 6360
25 81 4181
26 24 5466
27 71 3604
28 71 4369
29 73 736
30 96 2206
31 56 2003
32 29 5498
33 69 3861
34 93 1597
35 97 2900
36 96 5956
37 71 2829
38 39 2180
39 28 990
40 49 122
41 84 4519
42 55 3264
43 85 295
44 76 6685
45 72 2634
46 59 1985
47 99 4539
48 63 1672
49 57 6334
50 39 3811
51 62 954
52 87 654
53 93 6209
54 50 654
55 42 5241
56 89 348
57 31 2465
58 72 4798
59 53 3312
60 51 1199
61 74 6568
62 59 1285
63 96 6168
64 39 5226
65 54 256
66 70 1547
67 41 3443
68 40 4788
69 51 6402
70 29 4116
71 59 4458
72 51 239
73 92 4321
74 49 1309
75 82 5068
76 78 5563
77 34 6248
78 25 6900
79 79 4024
80 99 186
81 27 4568
82 91 3767
83 42 2581
84 65 3120
85 50 4889
86 86 195
87 25 5345
88 38 4808
89 80 4295
90 57 2867
91 52 608
92 36 1455
93 37 3097
94 52 344
95 52 203
96 21 3810
97 63 3327
98 72 3639
99 43 560
100 90 6354
101 39 2926
102 78 4066
103 93 1974
104 31 257
105 96 1083
106 73 1601
107 73 1052
108 56 636
109 32 3050
110 74 4667
111 56 3393
112 44 221
113 77 664
114 47 2882
115 75 5436
116 89 1463
117 49 4010
118 86 5639
119 77 5578
120 87 3254
121 30 1899
122 71 6814
123 61 2807
124 62 4163
125 92 2726
126 37 58
127 62 582
128 26 4992
129 85 1030
130 65 5664
131 60 3473
132 89 3814
133 65 2842
134 82 268
135 89 3824
136 74 4123
137 28 4654
138 32 1404
139 37 860
140 62 1937
141 86 1181
142 49 5956
143 73 3218
144 73 5572
145 28 4413
146 99 1469
147 80 1567
148 39 3008
149 55 822
150 32 5936
151 35 79
152 56 1290
153 37 4977
154 24 6639
155 75 1556
156 56 1206
157 56 1244
158 87 5418
159 92 3146
160 82 3272
161 39 5446
162 65 5300
163 44 4071
164 82 688
165 89 134
166 68 2596
167 70 828
168 65 3051
169 95 1840
170 30 4946
171 32 1442
172 29 5927
173 33 3371
174 76 5858
175 43 124
176 29 2208
177 92 2720
178 97 1697
179 43 5674
180 65 3846
181 66 3856
182 56 6417
183 90 3168
184 57 3335
185 21 3539
186 99 380
187 49 1390
188 87 3379
189 27 3794
190 31 5291
191 20 882
192 90 6470
193 45 3198
194 36 4899
195 90 3845
196 79 4321
197 47 638
198 44 5790
199 56 2048
200 78 1862
201 56 3887
202 61 6533
203 94 3880
204 20 135
205 53 5725
206 81 6386
207 33 3469
208 99 3359
209 28 3943
210 36 3187
211 67 2421
212 31 4006
213 25 5661
214 73 6631
215 95 846
216 51 6776
217 71 6866
218 72 3367
219 23 4709
220 85 4720
221 22 3279
222 54 2748
223 83 5042
224 52 863
225 20 4631
226 25 185
227 69 5275
228 76 1070
229 65 5525
230 51 4074
231 88 6424
232 85 3221
233 26 390
234 22 6714
235 92 593
236 54 88
237 63 926
238 64 5221
239 85 2200
240 20 426
241 84 1695
242 46 1296
243 62 4116
244 40 2848
245 56 2442
246 47 1241
247 69 931
248 77 5149
249 25 6341
250 22 5236
251 53 2126
252 41 5084
253 62 4805
254 91 6138
255 31 1055
256 53 3111
257 67 3120
258 53 6849
259 89 3810
260 65 6585
261 91 1205
262 69 5723
263 29 2854
264 91 138
265 46 4628
266 89 5163
267 65 3151
268 55 3369
269 48 1207
270 43 6886
271 53 728
272 81 2277
273 97 6589
274 53 5571
275 65 4536
276 66 3137
277 55 5178
278 94 1569
279 33 224
280 59 2879
281 66 6776
282 74 120
283 77 1132
284 95 5550
285 29 3029
286 45 102
287 27 2994
288 43 1247
289 76 3464
290 92 4726
291 37 4949
292 54 1559
293 93 1706
294 81 5050
295 93 2009
296 20 4989
297 42 1398
298 21 4061
299 33 5022
300 35 3748
301 20 3770
302 34 4956
303 63 1044
304 45 2289
305 79 4272
306 23 5649
307 36 4120
308 57 775
309 96 6193
310 33 3348
311 37 2651
312 41 6569
313 61 4346
314 86 1471
315 41 2425
316 61 1157
317 89 5270
318 37 874
319 22 3868
320 30 2291
321 59 4293
322 21 2875
323 66 6892
324 47 3846
325 97 4405
326 54 485
327 85 1417
328 27 1194
329 78 5573
330 41 1234
331 56 786
332 54 2325
333 85 3128
334 34 5893
335 47 1486
336 92 632
337 36 2048
338 80 3476
339 37 3437
340 53 3289
341 95 1128
342 58 5426
343 89 5138
344 69 3035
345 64 4322
346 87 185
347 62 1376
348 57 5635
349 65 5285
350 54 3601
351 91 4308
352 59 816
353 98 3237
354 45 5695
355 74 3224
356 49 5959
357 33 4696
358 27 6350
359 72 6875
360 33 5770
361 63 962
362 47 4644
363 52 3630
364 90 891
365 75 970
366 26 3274
367 82 3764
368 39 2106
369 44 1200
370 43 1297
371 56 2763
372 90 5449
373 60 400
374 86 5324
375 58 5143
376 61 4047
377 89 4203
378 32 4012
379 53 4003
380 54 2493
381 81 414
382 73 6715
383 93 1846
384 24 5359
385 88 900
386 48 1572
387 45 2020
388 60 4438
389 71 4788
390 38 994
391 58 6212
392 42 2337
393 52 52
394 22 504
395 90 4925
396 89 1408
397 67 6518
398 76 3649
399 63 1007
400 29 6234
401 45 2362
402 88 2521
403 54 1743
404 34 2398
405 40 3717
406 41 397
407 64 1930
408 93 5094
409 80 5156
410 74 6127
411 70 2790
412 25 4520
413 28 5068
414 28 5649
415 82 3276
416 40 284
417 94 6832
418 58 2866
419 42 4979
420 82 470
421 88 1617
422 69 2989
423 46 5888
424 92 2816
425 56 3973
426 98 6613
427 40 6605
428 66 5268
429 82 6398
430 40 4675
431 28 5721
432 46 4562
433 48 2434
434 33 6757
435 84 5553
436 37 4872
437 86 425
438 30 3330
439 76 6033
440 85 1385
441 91 2095
442 73 4366
443 20 6047
444 53 973
445 67 5341
446 86 3422
447 51 1034
448 70 540
449 60 2835
450 60 5200
451 97 3519
452 83 2621
453 24 3088
454 81 4433
455 93 5427
456 26 1323
457 42 5953
458 77 1392
459 58 5607
460 65 3373
461 74 5702
462 78 5645
463 51 6166
464 27 4132
465 32 6095
466 86 1944
467 68 640
468 35 38
469 92 2351
470 62 4075
471 85 4667
472 87 3987
473 43 1346
474 30 2745
475 77 6221
476 89 583
477 67 6722
478 47 6041
479 60 107
480 72 2354
481 76 3342
482 42 2946
483 53 5056
484 64 1543
485 98 1244
486 47 3792
487 30 1045
488 69 6221
489 73 2543
490 85 3413
491 93 6637
492 56 3297
493 61 5393
494 31 2683
495 48 2394
496 24 198
497 79 4376
498 90 4568
499 80 5274
500 92 5305
501 78 5587
502 72 3683
503 51 3494
504 97 3575
505 75 649
506 72 188
507 61 478
508 50 4427
509 76 1653
510 64 6163
511 23 3486
512 33 5050
513 22 4099
514 83 2219
515 86 1711
516 88 1655
517 52 2047
518 39 1654
519 87 4594
520 38 4251
521 59 4337
522 27 6655
523 66 4821
524 86 5133
525 55 5062
526 35 2343
527 88 1106
528 98 4162
529 87 1317
530 92 4136
531 62 5779
532 45 3501
533 68 5300
534 91 3752
535 75 3073
536 51 5660
537 80 858
538 47 3560
539 96 5438
540 86 5155
541 86 409
542 70 638
543 33 3481
544 89 2971
545 32 2112
546 41 723
547 91 2442
548 47 5255
549 76 3820
550 35 639
551 91 5234
552 70 852
553 34 3546
554 25 3705
555 71 2020
556 36 6189
557 45 2092
558 82 3973
559 39 5518
560 57 6862
561 95 1087
562 42 4068
563 32 6552
564 82 2737
565 62 4670
566 82 6023
567 26 5003
568 87 1061
569 68 6727
570 74 6475
571 89 3286
572 94 118
573 20 4727
574 94 6229
575 70 2646
576 31 5168
577 40 4761
578 45 1042
579 34 1425
580 52 5769
581 20 224
582 87 5711
583 39 599
584 53 6792
585 43 5740
586 64 4842
587 50 631
588 30 3625
589 56 1428
590 71 324
591 80 5356
592 68 1169
593 24 176
594 90 2107
595 43 3346
596 72 5485
597 99 2882
598 52 1157
599 56 1575
600 65 6515
601 90 5384
602 42 75
603 22 1055
604 72 6395
605 61 2454
606 54 4443
607 27 3386
608 38 4410
609 40 2066
610 50 4361
611 65 6488
612 49 1799
613 24 1126
614 30 5317
615 82 2789
616 73 200
617 83 3830
618 36 641
619 84 2940
620 45 3076
621 93 5407
622 85 5346
623 60 5140
624 21 5464
625 74 1511
626 96 6820
627 82 4348
628 40 1090
629 30 158
630 23 6330
631 84 6287
632 82 3347
633 92 5866
634 85 4753
635 26 5712
636 68 1102
637 70 1542
638 20 5852
639 47 2920
640 63 5219
641 30 3504
642 72 1484
643 38 2731
644 59 4256
645 36 5661
646 40 1327
647 98 6840
648 75 1212
649 37 5660
650 96 4000
651 92 4466
652 55 3645
653 20 6347
654 63 1351
655 84 1254
656 22 5521
657 67 6238
658 44 3209
659 46 5786
660 48 974
661 35 4938
662 24 1940
663 45 5151
664 97 4288
665 63 146
666 34 3223
667 66 1707
668 93 6141
669 44 482
670 46 3996
671 75 5942
672 95 1868
673 20 4819
674 48 784
675 72 6871
676 72 3419
677 84 5050
678 58 3209
679 47 1191
680 81 4265
681 59 3603
682 81 6286
683 83 5124
684 50 2418
685 52 4645
686 34 6885
687 49 4498
688 86 5512
689 91 5383
690 52 3380
691 83 5766
692 35 5083
693 68 2742
694 93 463
695 46 1287
696 99 186
697 41 1114
698 51 5141
699 78 3353
700 78 5466
701 53 1953
702 31 5303
703 52 1560
704 29 683
705 38 1319
706 20 2513
707 75 640
708 53 140
709 35 3904
710 96 3394
711 58 511
712 49 6063
713 31 447
714 75 558
715 25 1574
716 82 3689
717 30 230
718 66 4150
719 22 825
720 23 4728
721 90 1943
722 32 6749
723 40 5061
724 31 1110
725 41 5632
726 87 1051
727 48 6448
728 77 555
729 81 1991
730 22 2440
731 43 6478
732 27 3958
733 49 2854
734 80 135
735 92 5676
736 72 6104
737 67 5972
738 71 1253
739 62 3489
740 83 1777
741 86 3221
742 83 5102
743 85 5175
744 93 597
745 78 1435
746 97 4007
747 70 4696
748 57 4425
749 40 5347
750 97 5342
