NOP: 500
NINT: 47
0 36 12
36 75 13
75 102 14
102 136 15
136 165 16
165 206 17
206 248 18
248 285 19
285 323 20
323 358 21
358 395 22
395 434 23
434 474 24
474 501 25
501 546 26
546 579 27
579 619 28
619 645 29
645 666 30
666 706 29
706 752 28
752 802 27
802 849 26
849 885 25
885 914 24
914 944 23
944 987 22
987 1022 21
1022 1055 20
1055 1085 19
1085 1135 18
1135 1181 17
1181 1210 16
1210 1242 15
1242 1273 14
1273 1318 13
1318 1355 12
1355 1393 11
1393 1430 10
1430 1450 9
1450 1472 8
1472 1497 7
1497 1522 6
1522 1561 5
1561 1602 4
1602 1640 3
1640 300000 2
1 32 649
2 56 179
3 76 821
4 32 1605
5 61 486
6 25 1092
7 60 241
8 52 820
9 69 582
10 96 548
11 37 929
12 76 1433
13 77 400
14 21 326
15 71 1236
16 63 431
17 69 576
18 63 1125
19 89 916
20 54 169
21 47 283
22 20 1342
23 27 1641
24 87 1497
25 32 785
26 20 744
27 25 727
28 82 1076
29 97 374
30 89 1269
31 73 828
32 90 514
33 67 1413
34 38 1282
35 59 1691
36 87 797
37 86 678
38 58 840
39 48 1061
40 68 870
41 78 615
42 23 543
43 75 780
44 37 1439
45 52 1556
46 59 1431
47 30 501
48 29 703
49 33 1085
50 46 1654
51 36 307
52 67 664
53 65 652
54 41 1648
55 93 1518
56 68 1379
57 30 67
58 79 318
59 86 711
60 45 571
61 78 309
62 78 666
63 78 1371
64 37 856
65 57 1237
66 54 523
67 51 284
68 94 1101
69 79 848
70 62 733
71 57 499
72 87 1206
73 60 1308
74 34 635
75 58 1289
76 38 1083
77 75 1066
78 49 338
79 91 617
80 26 787
81 81 1596
82 24 475
83 60 1293
84 58 1544
85 50 468
86 48 708
87 73 923
88 72 1632
89 71 779
90 98 333
91 54 292
92 58 707
93 99 99
94 47 851
95 60 996
96 37 899
97 28 1575
98 63 318
99 38 1686
100 47 886
101 68 878
102 73 1290
103 42 1104
104 37 1047
105 64 581
106 35 1089
107 25 1045
108 98 691
109 53 1595
110 23 1583
111 58 77
112 95 1171
113 42 996
114 34 1112
115 35 94
116 70 379
117 20 642
118 73 1456
119 45 211
120 92 989
121 27 1585
122 77 1669
123 67 864
124 60 665
125 38 1479
126 20 1004
127 93 1090
128 70 1689
129 64 851
130 46 451
131 53 1235
132 49 199
133 91 187
134 25 1410
135 27 1653
136 85 208
137 90 208
138 46 929
139 32 1670
140 24 577
141 82 979
142 43 319
143 66 528
144 88 827
145 65 152
146 31 484
147 85 345
148 56 1224
149 83 1645
150 56 963
151 39 1072
152 45 1631
153 91 1381
154 98 201
155 82 1472
156 49 1034
157 54 358
158 31 1559
159 96 1634
160 90 1190
161 25 1445
162 48 361
163 90 504
164 25 1017
165 38 718
166 22 951
167 65 192
168 95 374
169 97 126
170 25 1397
171 68 1044
172 99 943
173 34 139
174 87 180
175 70 1543
176 53 1324
177 28 1466
178 82 1024
