NOP: 250
NINT: 10
0 234 9
234 344 10
344 603 9
603 839 8
839 1050 7
1050 1305 6
1305 1539 5
1539 1716 4
1716 1876 3
1876 300000 2
1 96 629
2 40 1514
3 29 900
4 46 2268
5 83 1562
6 61 1735
7 50 1889
8 46 194
9 22 1614
10 63 664
11 86 953
12 84 1592
13 44 428
14 46 357
15 32 1338
16 54 1338
17 42 1645
18 49 1338
19 73 2253
20 86 1032
21 73 1366
22 62 730
23 31 1772
24 90 481
25 75 2090
26 22 701
27 89 1875
28 90 210
29 83 1673
30 97 1233
31 88 1122
32 39 530
33 79 884
34 49 2138
35 37 2305
36 95 651
37 48 1258
38 31 881
39 78 197
40 45 1495
41 78 1158
42 55 1494
43 57 2129
44 95 215
45 73 568
46 73 2008
47 82 2011
48 92 2158
49 77 773
50 74 1357
51 99 984
52 83 2146
53 56 2164
54 84 1288
55 40 453
56 44 1253
57 34 2248
58 56 1809
59 80 766
60 36 2074
61 66 1335
62 67 1126
63 23 1963
64 20 565
65 28 1373
66 22 1901
67 79 482
68 76 1731
69 54 1267
70 74 1850
71 45 684
72 31 922
73 71 846
74 62 847
75 88 1991
76 75 1526
77 37 1968
78 32 1562
79 88 1162
80 39 2211
81 96 1377
82 88 1901
83 49 725
84 96 1914
85 44 342
86 95 1173
87 39 396
88 54 602
89 42 297
90 43 1217
91 98 144
92 29 295
93 25 2037
94 70 690
95 56 432
96 65 215
97 63 2278
98 29 1718
99 36 1086
100 56 715
101 65 1877
102 82 140
103 88 1890
104 92 145
105 67 890
106 55 2241
107 40 570
108 62 1121
109 67 1350
110 43 1396
111 85 91
112 21 1528
113 36 1803
114 79 385
115 92 1943
116 35 880
117 73 1568
118 32 564
119 43 569
120 77 1806
121 67 794
122 40 1562
123 53 265
124 24 1412
125 37 254
126 86 984
127 20 907
128 72 1420
129 25 2321
130 74 1201
131 58 272
132 97 468
133 25 811
134 31 2330
135 88 1148
136 81 2326
137 53 835
138 55 1883
139 58 2114
140 65 500
141 71 522
142 39 2093
143 73 121
144 92 664
145 50 1864
146 88 1436
147 85 1025
148 22 2260
149 60 1170
150 46 323
151 92 392
152 72 942
153 21 850
154 23 981
155 62 595
156 90 2010
157 39 1478
158 95 899
159 99 1947
160 31 2184
161 69 2157
162 57 518
163 22 2325
164 86 1198
165 39 2135
166 40 1674
167 30 1482
168 83 1073
169 77 1268
170 69 1225
171 25 318
172 57 638
173 31 1190
174 68 108
175 20 1518
176 36 1182
177 70 1743
178 86 278
179 95 2225
180 36 632
181 90 1061
182 75 261
183 58 1419
184 31 361
185 60 412
186 82 2110
187 20 2305
188 85 1361
189 55 464
190 29 1210
191 73 1072
192 41 403
193 47 1849
194 27 652
195 30 2078
196 23 2209
197 98 1608
198 53 1701
199 36 1464
200 83 2116
201 56 1647
202 89 407
203 73 418
204 79 239
205 95 515
206 25 924
207 30 1266
208 60 1445
209 47 772
210 69 851
211 73 101
212 28 2209
213 78 1964
214 44 450
215 93 415
216 62 2152
217 82 1271
218 62 2336
219 40 1973
220 70 2263
221 96 1031
222 58 1034
223 25 1139
224 21 1485
225 44 1338
226 59 839
227 21 1405
228 20 754
229 73 1482
230 70 749
231 57 1718
232 86 492
233 90 1620
234 94 1179
235 36 1617
236 74 2117
237 20 1204
238 94 191
239 82 1006
240 77 1697
241 46 2021
242 38 2079
243 31 556
244 51 281
245 63 1340
246 27 1112
247 79 2268
248 51 883
249 70 2283
250 98 340
