NOP: 250
NINT: 15
0 182 4
182 401 5
401 526 6
526 698 7
698 927 8
927 1129 9
1129 1312 10
1312 1491 9
1491 1628 8
1628 1801 7
1801 1974 6
1974 2097 5
2097 2261 4
2261 2395 3
2395 300000 2
1 89 1379
2 40 806
3 55 323
4 25 1979
5 72 2363
6 61 482
7 34 86
8 62 1441
9 44 1437
10 37 1393
11 48 1877
12 69 1982
13 92 2294
14 58 1531
15 25 976
16 48 1163
17 67 68
18 67 1123
19 75 299
20 82 1711
21 52 1737
22 75 597
23 40 793
24 66 2011
25 33 1967
26 76 395
27 24 1953
28 56 1295
29 67 145
30 46 2371
31 97 595
32 78 760
33 70 1953
34 30 331
35 21 246
36 32 896
37 50 783
38 50 469
39 73 1202
40 94 1167
41 51 1655
42 20 64
43 81 2292
44 32 2283
45 56 1722
46 28 137
47 88 1344
48 85 2328
49 40 308
50 90 2024
51 45 1495
52 86 415
53 61 114
54 32 1339
55 70 77
56 54 2034
57 74 88
58 47 1417
59 94 2204
60 79 418
61 72 1719
62 41 1912
63 24 181
64 90 1728
65 58 437
66 75 1638
67 97 590
68 70 1312
69 67 2381
70 29 2031
71 31 81
72 63 1933
73 71 1586
74 85 1765
75 99 1382
76 80 1810
77 76 1183
78 99 563
79 62 462
80 70 2110
81 84 263
82 67 900
83 73 1303
84 20 392
85 31 154
86 51 438
87 62 136
88 30 2268
89 42 153
90 29 392
91 35 994
92 97 1464
93 24 1832
94 75 1773
95 83 364
96 63 1992
97 88 1342
98 23 1907
99 70 1793
100 28 2340
101 91 2088
102 41 174
103 77 1561
104 26 718
105 34 668
106 47 2369
107 83 1548
108 79 2062
109 84 2085
110 28 825
111 20 2229
112 83 635
113 80 1750
114 22 1337
115 48 2361
116 53 988
117 63 72
118 77 1213
119 98 973
120 99 2177
121 49 756
122 25 2248
123 64 445
124 56 958
125 70 1603
126 32 1270
127 90 532
128 52 1477
129 69 829
130 32 2227
131 70 746
132 91 134
133 71 2361
134 55 104
135 93 1534
136 52 1409
137 81 1377
138 59 176
139 53 696
140 43 1261
141 21 929
142 69 560
143 71 998
144 69 1910
145 89 133
146 78 323
147 27 1478
148 31 600
149 79 262
150 71 843
151 72 694
152 55 2212
153 25 1824
154 49 2179
155 48 1882
156 34 1288
157 97 1743
158 34 1856
159 91 1731
160 58 2203
161 90 618
162 99 709
163 78 1257
164 90 1406
165 87 1865
166 58 825
167 62 747
168 54 1875
169 35 1807
170 52 1724
171 26 706
172 34 1654
173 76 521
174 41 500
175 23 1507
176 61 1961
177 79 1464
178 87 821
179 98 867
180 93 962
181 42 1288
182 76 1423
183 78 1564
184 34 1435
185 32 1304
186 76 1402
187 66 1265
188 51 348
189 85 1980
190 63 72
191 99 1991
192 72 2307
193 64 2182
194 41 750
195 32 1921
196 45 751
197 84 641
198 83 2089
199 78 684
200 34 113
201 66 1661
202 27 663
203 63 1716
204 62 1513
205 23 685
206 76 1444
207 80 1902
208 67 1622
209 28 634
210 99 2109
211 43 1817
212 66 1489
213 20 767
214 55 574
215 81 1650
216 87 1567
217 50 596
218 52 2292
219 95 1381
220 71 248
221 63 2135
222 42 1719
223 22 1061
224 63 1190
225 49 1079
226 36 1108
227 21 1658
228 68 127
229 82 959
230 54 1371
231 72 1791
232 93 650
233 50 1544
234 57 1404
235 69 975
236 29 1685
237 33 1684
238 25 802
239 55 79
240 78 496
241 62 2167
242 68 1041
243 70 124
244 31 2175
245 88 692
246 61 2022
247 86 608
248 83 865
249 41 1972
250 46 2359
