NOP: 250
NINT: 22
0 72 17
72 106 18
106 171 19
171 199 20
199 254 19
254 296 18
296 339 17
339 381 16
381 416 15
416 498 14
498 572 13
572 633 12
633 695 11
695 753 10
753 812 9
812 876 8
876 912 7
912 956 6
956 1028 5
1028 1066 4
1066 1130 3
1130 300000 2
1 77 1018
2 43 1074
3 53 253
4 38 1131
5 36 992
6 46 906
7 24 764
8 24 1143
9 68 907
10 31 613
11 35 400
12 38 1192
13 84 317
14 84 608
15 59 405
16 33 1131
17 68 887
18 34 142
19 89 104
20 94 1041
21 49 886
22 30 877
23 80 862
24 47 737
25 38 306
26 99 128
27 28 211
28 69 877
29 86 1171
30 84 533
31 67 68
32 24 296
33 84 301
34 31 346
35 21 487
36 64 563
37 33 368
38 89 118
39 23 304
40 53 456
41 45 959
42 53 840
43 78 837
44 74 573
45 66 285
46 47 585
47 26 155
48 41 376
49 88 265
50 30 384
51 86 734
52 28 70
53 58 385
54 29 822
55 36 1192
56 93 759
57 29 1120
58 75 967
59 87 679
60 47 683
61 47 870
62 95 1079
63 33 405
64 64 635
65 44 127
66 24 1098
67 76 920
68 72 939
69 65 215
70 39 961
71 77 368
72 46 509
73 61 794
74 81 201
75 60 333
76 63 1027
77 30 1014
78 63 809
79 20 655
80 89 1026
81 34 695
82 96 334
83 53 78
84 43 1027
85 20 1146
86 98 1163
87 57 913
88 41 701
89 29 562
90 73 101
91 28 142
92 24 170
93 69 988
94 91 463
95 54 141
96 58 231
97 57 1013
98 86 802
99 59 360
100 29 41
101 54 208
102 96 379
103 79 695
104 50 1057
105 59 606
106 65 784
107 70 981
108 39 666
109 28 801
110 71 662
111 71 639
112 58 830
113 79 1207
114 80 987
115 68 1195
116 89 996
117 66 704
118 55 321
119 46 981
120 23 471
121 42 79
122 61 1164
123 64 816
124 91 1015
125 93 922
126 66 460
127 78 1069
128 85 736
129 94 263
130 59 530
131 95 548
132 26 1088
133 54 277
134 31 716
135 81 1168
136 53 217
137 35 154
138 28 982
139 23 164
140 60 357
141 20 841
142 33 666
143 63 179
144 91 537
145 78 1035
146 56 1183
147 97 373
148 90 576
149 92 595
150 53 935
151 42 917
152 36 941
153 31 62
154 55 1057
155 97 922
156 59 603
157 22 1144
158 35 719
159 56 563
160 60 719
161 51 869
162 36 83
163 65 1066
164 43 501
165 62 795
166 97 655
167 44 758
168 82 460
169 29 603
170 51 185
171 49 149
172 88 431
173 43 291
174 87 283
175 73 602
176 86 190
177 46 731
178 46 278
179 88 973
180 59 81
181 88 704
182 64 299
183 89 685
184 48 320
185 49 765
186 40 78
187 30 86
188 90 853
189 92 1107
190 69 1095
191 63 262
192 28 895
193 87 775
194 94 789
195 68 1106
196 66 437
197 62 607
198 79 777
199 77 256
200 60 465
201 43 174
202 51 108
203 38 646
204 68 443
205 71 793
206 67 1148
207 40 880
208 37 1125
209 67 278
210 89 586
211 26 1174
212 41 982
213 48 1201
214 97 559
215 36 565
216 85 954
217 44 985
218 23 694
219 60 1209
220 68 177
221 92 135
222 73 238
223 58 436
224 23 535
225 71 929
226 64 247
227 78 610
228 54 956
229 64 76
230 24 965
231 67 894
232 52 267
233 27 1177
234 79 676
235 36 220
236 51 411
237 63 253
238 59 706
239 40 224
240 93 1127
241 83 1153
242 59 501
243 89 451
244 56 850
245 99 153
246 65 712
247 54 512
248 21 236
249 32 197
250 59 268
