NOP: 120
NINT: 16
0 75 3
75 148 4
148 196 5
196 253 6
253 352 7
352 417 8
417 490 9
490 566 10
566 631 9
631 708 8
708 786 7
786 872 6
872 950 5
950 1037 4
1037 1108 3
1108 300000 2
1 47 1092
2 43 1105
3 52 1000
4 51 734
5 91 678
6 77 212
7 39 311
8 50 109
9 50 1065
10 46 1043
11 21 555
12 76 874
13 57 532
14 46 756
15 59 131
16 34 1074
17 63 338
18 25 218
19 41 939
20 67 994
21 36 648
22 83 1129
23 69 1165
24 67 1145
25 87 99
26 67 877
27 96 418
28 82 800
29 31 650
30 58 307
31 64 434
32 50 173
33 81 801
34 91 1178
35 89 745
36 28 427
37 51 994
38 28 187
39 65 397
40 63 695
41 79 518
42 84 1132
43 81 884
44 29 1006
45 43 1023
46 42 690
47 99 389
48 32 361
49 38 841
50 52 578
51 68 112
52 57 493
53 95 358
54 85 557
55 22 135
56 95 318
57 59 740
58 38 752
59 66 300
60 32 104
61 52 592
62 67 381
63 66 443
64 31 726
65 66 481
66 92 158
67 50 757
68 35 639
69 88 465
70 63 888
71 30 708
72 70 217
73 74 480
74 50 303
75 21 1166
76 59 622
77 73 511
78 56 578
79 37 238
80 42 539
81 21 920
82 94 541
83 75 513
84 89 1140
85 89 1085
86 82 411
87 60 592
88 58 866
89 50 360
90 52 783
91 62 1196
92 90 627
93 98 919
94 61 315
95 74 164
96 51 882
97 22 286
98 95 425
99 92 686
100 64 939
101 84 703
102 38 218
103 71 433
104 45 132
105 37 104
106 54 253
107 92 924
108 20 1191
109 76 953
110 35 1111
111 54 151
112 69 166
113 92 231
114 99 624
115 22 736
116 96 1161
117 55 202
118 78 171
119 65 579
120 38 773
