NOP: 120
NINT: 14
0 106 5
106 179 6
179 261 7
261 349 8
349 433 9
433 552 10
552 631 9
631 738 8
738 853 7
853 935 6
935 1027 5
1027 1101 4
1101 1173 3
1173 300000 2
1 57 503
2 24 358
3 36 379
4 44 946
5 27 548
6 73 320
7 56 297
8 85 861
9 46 972
10 94 1119
11 82 377
12 25 1111
13 56 935
14 81 345
15 80 322
16 28 560
17 99 844
18 25 438
19 38 673
20 74 222
21 64 925
22 95 1022
23 49 114
24 72 985
25 86 834
26 79 743
27 73 505
28 79 458
29 67 132
30 73 721
31 65 841
32 85 175
33 92 440
34 70 260
35 60 961
36 42 267
37 49 856
38 24 331
39 70 101
40 76 526
41 74 723
42 58 786
43 54 1078
44 60 214
45 23 39
46 63 695
47 91 459
48 30 447
49 21 328
50 93 119
51 80 1065
52 47 642
53 37 211
54 98 262
55 64 491
56 84 203
57 29 779
58 48 1097
59 72 294
60 75 106
61 64 867
62 51 334
63 21 629
64 57 132
65 23 837
66 76 904
67 48 466
68 45 1048
69 37 519
70 65 739
71 67 1095
72 81 368
73 29 822
74 59 221
75 76 555
76 64 505
77 81 134
78 90 342
79 41 995
80 56 558
81 87 139
82 88 369
83 54 715
84 29 922
85 66 439
86 91 131
87 85 332
88 94 1063
89 55 138
90 36 896
91 34 51
92 84 641
93 45 611
94 75 1029
95 79 727
96 40 369
97 53 417
98 48 515
99 31 528
100 86 604
101 36 84
102 59 710
103 68 134
104 48 1063
105 54 895
106 45 822
107 52 927
108 89 469
109 28 445
110 27 881
111 83 746
112 73 865
113 87 653
114 37 331
115 51 456
116 30 929
117 64 982
118 36 119
119 37 410
120 32 388
