NOP: 1000
NINT: 126
0 8 73
8 16 74
16 26 75
26 34 76
34 39 77
39 47 78
47 52 79
52 61 80
61 68 81
68 75 82
75 81 83
81 88 84
88 93 85
93 101 86
101 106 87
106 113 88
113 118 89
118 125 90
125 136 91
136 143 92
143 153 93
153 160 94
160 168 95
168 173 96
173 180 97
180 189 98
189 196 99
196 204 100
204 212 99
212 218 98
218 228 97
228 236 96
236 247 95
247 256 94
256 265 93
265 273 92
273 280 91
280 288 90
288 295 89
295 304 88
304 310 87
310 318 86
318 324 85
324 330 84
330 341 83
341 347 82
347 354 81
354 362 80
362 370 79
370 378 78
378 386 77
386 391 76
391 399 75
399 404 74
404 411 73
411 420 72
420 429 71
429 437 70
437 444 69
444 451 68
451 456 67
456 463 66
463 476 65
476 483 64
483 492 63
492 501 62
501 510 61
510 517 60
517 525 59
525 532 58
532 540 57
540 550 56
550 555 55
555 562 54
562 573 53
573 580 52
580 588 51
588 594 50
594 603 49
603 611 48
611 620 47
620 628 46
628 634 45
634 645 44
645 652 43
652 659 42
659 665 41
665 673 40
673 679 39
679 686 38
686 692 37
692 700 36
700 707 35
707 719 34
719 726 33
726 737 32
737 746 31
746 751 30
751 756 29
756 763 28
763 768 27
768 774 26
774 779 25
779 787 24
787 796 23
796 803 22
803 808 21
808 815 20
815 821 19
821 827 18
827 836 17
836 844 16
844 852 15
852 861 14
861 869 13
869 879 12
879 886 11
886 893 10
893 900 9
900 908 8
908 918 7
918 927 6
927 936 5
936 943 4
943 952 3
952 300000 2
1 92 285
2 44 766
3 42 871
4 96 615
5 72 341
6 36 283
7 48 736
8 31 403
9 20 190
10 57 642
11 76 375
12 31 649
13 23 245
14 37 942
15 75 272
16 66 356
17 81 297
18 72 655
19 52 830
20 35 316
21 31 423
22 51 477
23 77 986
24 72 402
25 81 646
26 35 269
27 89 129
28 96 770
29 61 550
30 30 921
31 89 571
32 24 1007
33 58 258
34 89 714
35 30 250
36 86 789
37 28 319
38 56 898
39 85 765
40 26 62
41 40 823
42 38 87
43 43 234
44 50 777
45 33 862
46 50 1000
47 36 320
48 34 560
49 54 548
50 25 782
51 95 709
52 25 727
53 66 235
54 85 745
55 60 779
56 57 538
57 56 501
58 39 357
59 71 484
60 21 889
61 37 231
62 32 386
63 52 338
64 78 902
65 45 705
66 30 534
67 63 158
68 53 331
69 27 761
70 32 565
71 84 116
72 31 516
73 49 194
74 25 214
75 87 464
76 64 739
77 45 660
78 54 140
79 66 545
80 33 954
81 78 734
82 92 587
83 33 744
84 35 513
85 80 573
86 39 225
87 80 953
88 40 746
89 37 435
90 37 237
91 35 626
92 62 318
93 51 150
94 83 433
95 24 772
96 65 504
97 40 149
98 43 64
99 73 646
100 46 515
101 81 510
102 36 474
103 72 212
104 71 777
105 78 667
106 51 924
107 82 93
108 49 839
109 55 982
110 56 680
111 34 215
112 56 940
113 20 876
114 58 790
115 51 802
116 56 871
117 49 701
118 47 651
119 83 191
120 92 246
121 69 650
122 43 601
123 53 429
124 92 334
125 56 122
126 51 502
127 54 530
128 92 533
129 29 798
130 69 318
131 22 368
132 34 216
133 20 312
134 82 877
135 71 698
136 60 660
137 45 188
138 46 676
139 20 30
140 75 181
141 44 277
142 35 975
143 40 870
144 24 350
145 46 841
146 93 864
147 21 181
148 29 365
149 45 598
150 80 685
151 38 937
152 85 988
153 79 923
154 59 363
155 66 788
156 21 902
157 38 731
158 61 242
159 97 701
160 97 402
161 48 184
162 31 546
163 89 793
164 89 882
165 55 726
166 98 965
167 43 277
168 63 170
169 25 678
170 30 381
171 43 866
172 94 674
173 24 358
174 64 562
175 32 857
176 51 162
177 85 879
178 38 584
179 66 278
180 83 740
181 37 596
182 40 340
183 71 288
184 89 415
185 93 604
186 37 501
187 85 710
188 59 442
189 97 950
190 96 619
191 79 556
192 83 106
193 26 41
194 91 420
195 83 833
196 63 501
197 31 364
198 91 633
199 31 860
200 95 136
201 86 404
202 91 568
203 39 577
204 31 641
205 75 99
206 97 775
207 49 76
208 89 780
209 23 661
